offset	lemma	field	semcor	zipf	why	nearest	flags	gloss
14447019	malaise	state	6	2.84	semcor	condition		physical discomfort (as mild sickness or depression)
10592986	shortstop	person	4	3.04	semcor	athlete		(baseball) the person who plays the shortstop position
06629610	adieu	communication	6	2.83	semcor	information		"a farewell remark; ""they said their good-byes"""
13991245	complicity	state	4	3.03	semcor	guilt		guilt as an accomplice in a crime or offense
02226429	grasshopper	animal	4	3.03	semcor	insect		terrestrial plant-eating insect with hind legs adapted for leaping
05102578	radius_of_curvature	attribute	3	3.13	semcor	spatial-extent		the radius of the circle of curvature; the absolute value of the reciprocal of the curvatu
00371487	amplification	act	3	3.12	semcor	act		"addition of extra material or illustration or clarifying detail; ""a few remarks added in a"
08647354	churchyard	location	5	2.92	semcor	geographical-area		the yard associated with a church
06246700	condensation	cognition	3	3.12	semcor	cognition	word present in another sense	(psychoanalysis) an unconscious process whereby two ideas or images combine into a single 
14202996	cyst	state	3	3.12	semcor	condition		a closed sac that develops abnormally in some body structure
01260867	excitation	act	4	3.02	semcor	act	word present in another sense	"something that agitates and arouses; ""he looked forward to the excitements of the day"""
14051056	freshness	state	3	3.12	semcor	condition	word present in another sense	an alert and refreshed state
07126383	groan	communication	3	3.12	semcor	information		an utterance expressing pain or disapproval
14563564	iniquity	state	7	2.72	semcor	condition	word present in another sense	"absence of moral or spiritual values; ""the powers of darkness"""
07286368	omen	event	3	3.12	semcor	augury		"a sign of something about to happen; ""he looked for an omen before going into battle"""
09266946	dipole	object	6	2.81	semcor			a pair of equal and opposite electric charges or magnetic poles separated by a small dista
12310349	lilac	plant	3	3.11	semcor	shrub		any of various plants of the genus Syringa having large panicles of usually fragrant flowe
10386984	outfielder	person	4	3.01	semcor	athlete		(baseball) a person who plays in the outfield
07494972	pang	feeling	3	3.11	semcor	feeling		"a sudden sharp feeling; ""pangs of regret""; ""she felt a stab of excitement""; ""twinges of co"
10516692	registrant	person	8	2.61	semcor	person		a person who is formally entered (along with others) in a register (and who obtains certai
13553916	secretion	process	3	3.11	semcor	organic-process	word present in another sense	the organic process of synthesizing and releasing some substance
13366537	subsistence	possession	3	3.11	semcor	keep		"minimal (or marginal) resources for subsisting; ""social security provided only a bare subs"
04645599	unwillingness	attribute	3	3.11	semcor	disposition		"the trait of being unwilling; ""his unwillingness to cooperate vetoed every proposal I made"
14315549	bloat	state	8	2.6	semcor	swelling		swelling of the rumen or intestinal tract of domestic animals caused by excessive gas
07303585	campfire	event	3	3.1	semcor	event		a small outdoor fire for warmth or cooking (as at a camp)
09181330	compulsion	motive	3	3.1	semcor	motivation		"an urge to do or say something that might be better left undone or unsaid; ""he felt a comp"
10019308	ditch_digger	person	3	3.1	semcor	digger		a laborer who digs ditches
07555184	eagerness	feeling	5	2.9	semcor	feeling		a positive feeling of wanting to push ahead with something
05020358	elasticity	attribute	3	3.1	semcor	attribute	word present in another sense	the tendency of a body to return to its original shape after it has been stretched or comp
05316025	eyeball	body	3	3.1	semcor	body-part		the ball-shaped capsule containing the vertebrate eye
07491981	gusto	feeling	4	3.0	semcor	pleasure	word present in another sense	vigorous and enthusiastic enjoyment
05098750	multiplicity	attribute	6	2.8	semcor	magnitude		the property of being multiple
13978709	tumult	state	7	2.7	semcor	disturbance		a state of commotion and noise and confusion
09745438	Rhode_Islander	person	4	2.99	semcor	inhabitant		a native or resident of Rhode Island
02380745	bronco	animal	4	2.99	semcor	horse		an unbroken or imperfectly broken mustang
06320801	modifier	communication	5	2.89	semcor	word		a content word that qualifies the meaning of a noun or verb
13243780	proprietorship	possession	10	2.39	semcor	ownership		an unincorporated business owned by a single person who is responsible for its liabilities
04527648	veranda	artifact	5	2.89	semcor	structure	word present in another sense	a porch along the outside of a building (sometimes partly enclosed)
04814238	magnificence	attribute	6	2.79	semcor	attribute	word present in another sense	"the quality of being magnificent or splendid or grand; ""for magnificence and personal serv"
10482921	propagandist	person	7	2.69	semcor	communicator		a person who disseminates messages calculated to assist some cause or some government
09797742	anti-Semite	person	7	2.68	semcor	person		someone who hates and would persecute Jews
11512818	conduction	phenomenon	4	2.98	semcor	physical-phenomenon		the transmission of heat or electricity or sound
07144416	huddle	communication	3	3.08	semcor	information	colloquial	(informal) a quick private conference
11876976	kale	plant	0	3.38	zipf	plant	word present in another sense	a hardy cabbage with coarse curly leaves that do not form a head
06351202	orthography	communication	8	2.58	semcor	information		a method of representing the sounds of a language by written or printed symbols
05178715	prerogative	attribute	3	3.08	semcor	concept	word present in another sense	a right reserved exclusively by a particular person or group (especially a hereditary or o
14999106	protease	substance	6	2.78	semcor	enzyme		any enzyme that catalyzes the splitting of proteins into smaller peptide fractions and ami
09950150	Comptroller_General	person	3	3.07	semcor	official		a United States federal official who supervises expenditures and settles claims against th
04954534	gleam	attribute	4	2.97	semcor	attribute	word present in another sense	an appearance of reflected light
07412478	gleam	event	4	2.97	semcor	event		a flash of light (especially reflected light)
14393161	neurosis	state	8	2.57	semcor	mental-disorder		a mental or personality disturbance not attributable to any known neurological or organic 
03020692	chisel	artifact	4	2.96	semcor	cutter		an edge tool with a flat steel blade with a cutting edge
00368939	crop-dusting	act	3	3.06	semcor	expansion		the dispersion of fungicides or insecticides or fertilizer on growing crops (often from a 
04954920	luster	attribute	4	2.96	semcor	attribute		a quality that outshines the usual
06177450	phonology	cognition	7	2.66	semcor	linguistics		the study of the sound system of a given language and the analysis and classification of i
07518878	aggravation	feeling	6	2.76	semcor	anger		an exasperated feeling of annoyance
07507742	chagrin	feeling	5	2.86	semcor	shame		strong feelings of embarrassment
06281721	frequency_modulation	communication	1	3.26	zipf	communication		modulation of the frequency of the (radio) carrier wave
04918767	immediacy	attribute	6	2.76	semcor	characteristic		"lack of an intervening or mediating agency; ""the immediacy of television coverage"""
04409384	tenement	artifact	5	2.86	semcor	building		a run-down apartment house barely meeting minimal standards
03578251	intercontinental_ballistic_missile	artifact	4	2.95	semcor	rocket		a ballistic missile that is capable of traveling from one continent to another
10037385	drunkard	person	6	2.74	semcor	consumer		a chronic drinker
11527386	X-ray_diffraction	phenomenon	3	3.04	semcor	physical-phenomenon		the scattering of X rays by the atoms of a crystal; the diffraction pattern shows structur
13263779	bequest	possession	5	2.84	semcor	gift		(law) a gift of personal property by will
13821977	intelligence_quotient	relation	4	2.94	semcor	ratio		a measure of a person's intelligence as indicated by an intelligence test; the ratio of a 
14375576	nervousness	state	3	3.04	semcor	condition		"an uneasy psychological state; ""he suffered an attack of nerves"""
13165727	bough	plant	6	2.73	semcor	branch		any of the larger branches of a tree
05061345	deceleration	attribute	6	2.73	semcor	change		"a decrease in rate of change; ""the deceleration of the arms race"""
00840189	gulp	act	4	2.93	semcor	consumption	word present in another sense	"a large and hurried swallow; ""he finished it at a single gulp"""
08591399	lair	location	1	3.23	zipf	habitat		the habitation of wild animals
10294602	mariner	person	3	3.03	semcor	sailor	word present in another sense	a man who serves as a sailor
10388732	overseer	person	4	2.93	semcor	supervisor	word present in another sense	a person who directs and manages an organization
07518468	pique	feeling	4	2.93	semcor	anger	word present in another sense	"a sudden outburst of anger; ""his temper sparked like damp firewood"""
04229480	skiff	artifact	7	2.63	semcor	boat		any of various small boats propelled by oars or by sails or by a motor
15024240	hemoglobin	substance	4	2.92	semcor	protein		a hemoprotein composed of globin and heme that gives red blood cells their characteristic 
05548521	shunt	body	5	2.82	semcor	passage		a passage by which a bodily fluid (especially blood) is diverted from one channel to anoth
04681230	speck	attribute	3	3.02	semcor	decorative-design		"a very small spot; ""the plane was just a speck in the sky"""
05601357	countenance	body	4	2.91	semcor	face	colloquial,word present in another sense	the human face (`kisser' and `smiler' and `mug' are informal terms for `face' and `phiz' i
05063349	two-dimensionality	attribute	9	2.41	semcor	attribute		the property of having two dimensions
01073995	hindrance	act	3	3.01	semcor	act	word present in another sense	the act of hindering or obstructing or impeding
07502669	antipathy	feeling	6	2.7	semcor	feeling		a feeling of intense dislike
09970963	countryman	person	4	2.9	semcor	person		a man from your own country
06715638	derision	communication	5	2.8	semcor	information		contemptuous laughter
05692419	determinant	cognition	4	2.9	semcor	cognition		"a determining or causal element or factor; ""education is an important determinant of one's"
05962936	individualism	cognition	3	3.0	semcor	doctrine		the doctrine that government should not interfere in commercial affairs
02464065	stifle	animal	3	3.0	semcor	articulation	word present in another sense	joint between the femur and tibia in a quadruped; corresponds to the human knee
06399631	addendum	communication	4	2.89	semcor	information	word present in another sense	textual matter that is added onto a publication; usually at the end
14938467	lint	substance	3	2.99	semcor	fiber		fine ravellings of cotton or linen fibers
13512238	maturation	process	3	2.99	semcor	organic-process		coming to full development; becoming mature
06705891	pennant	communication	4	2.89	semcor	symbol	word present in another sense	the award given to the champion
04233715	slacks	artifact	4	2.89	semcor	trousers		(usually in the plural) pants for casual wear
04565233	wayside	artifact	3	2.99	semcor	limit		"edge of a way or road or path; ""flowers along the wayside"""
04634540	exuberance	attribute	5	2.79	semcor	activeness	word present in another sense	overflowing with eager enjoyment or approval
14922371	iodide	substance	7	2.59	semcor	compound		a salt or ester of hydriodic acid
05268510	capillary_bed	body	4	2.88	semcor	tissue		a layer of tissue densely packed with capillaries
04076433	repertory	artifact	3	2.98	semcor	facility		a storehouse where a stock of things is kept
07393161	screech	event	4	2.88	semcor	noise		"a high-pitched noise resembling a human cry; ""he ducked at the screechings of shells""; ""he"
13951444	inferiority	state	3	2.97	semcor	status		the state of being inferior
06300823	lexical_entry	communication	3	2.97	semcor	indication		the entry in a dictionary of information about a word
08435937	subsystem	group	4	2.87	semcor	system		a system that is part of some larger system
07396945	thump	event	3	2.97	semcor	event		a heavy dull sound (as made by impact of heavy objects)
10791221	workman	person	3	2.96	semcor	employee		an employee who performs manual or industrial labor
05897553	apparition	cognition	4	2.86	semcor	semblance	word present in another sense	"something existing in perception only; ""a ghostly apparition at midnight"""
09547111	apparition	person	4	2.86	semcor	disembodied-spirit		"a ghostly appearing figure; ""we were unprepared for the apparition that confronted us"""
02902535	bristle	artifact	5	2.75	semcor	fiber		a stiff fiber (coarse hair or filament); natural or synthetic
14797641	carbon_monoxide	substance	0	3.25	zipf	compound		an odorless very poisonous gas that is a product of incomplete combustion of carbon
00055315	desertion	act	4	2.85	semcor	departure		"withdrawing support or help despite allegiance or responsibility; ""his abandonment of his "
00966504	rustling	act	4	2.85	semcor	larceny		the stealing of cattle
10721124	traditionalist	person	5	2.75	semcor	adult		one who adheres to traditional views
07020423	vaudeville	communication	4	2.85	semcor	show		a variety show with songs and comic acts etc.
14438125	repute	state	6	2.64	semcor	honour	word present in another sense	the state of being held in high esteem and honor
07467393	semifinal	event	0	3.24	zipf	match		one of the two competitions in the next to the last round of an elimination tournament
04743370	oneness	attribute	4	2.84	semcor	identicalness	word present in another sense	the quality of being united into one
05147940	productiveness	attribute	13	1.94	semcor	attribute		the quality of being productive or having the power to produce
03204306	dipper	artifact	4	2.83	semcor	ladle		a ladle that has a cup with a long handle
04912982	politeness	attribute	3	2.93	semcor	manner		a courteous manner that respects accepted social usage
05335971	aorta	body	3	2.92	semcor	tube		the large trunk artery that carries blood from the left ventricle of the heart to branch a
02912894	bugle	artifact	3	2.92	semcor	brass-instrument		a brass instrument without valves; used for military calls and fanfares
09923418	cipher	person	1	3.12	zipf	person	word present in another sense	a person of no influence
05294995	fibrous_tissue	body	3	2.92	semcor	tissue		tissue consisting of or containing fibers in both animals and plants
05327134	mucous_membrane	body	5	2.72	semcor	tissue		mucus-secreting membrane lining all body cavities or passages that communicate with the ex
11486708	necrosis	phenomenon	3	2.92	semcor	organic-phenomenon		the localized death of living cells (as from infection or the interruption of blood supply
02693070	airstrip	artifact	4	2.81	semcor	landing-field	word present in another sense	an airfield without normal airport facilities
13795180	applicability	relation	3	2.91	semcor	relevance		relevance by virtue of being applicable to the matter at hand
05204982	helplessness	attribute	3	2.91	semcor	attribute	word present in another sense	"powerlessness revealed by an inability to act; ""in spite of their weakness the group remai"
08578032	epicenter	location	3	2.9	semcor	geographic-point	word present in another sense	the point on the Earth's surface directly above the focus of an earthquake
07223635	grapevine	communication	3	2.9	semcor	gossip		"gossip spread by spoken communication; ""the news of their affair was spread by word of mou"
10481711	proletarian	person	4	2.8	semcor	person	word present in another sense	"a member of the working class (not necessarily employed); ""workers of the world--unite!"""
14407283	restlessness	state	4	2.8	semcor	condition		a lack of patience; irritation with anything that causes delay
00737188	abnormality	act	3	2.89	semcor	activity		behavior that breaches the rule or etiquette or custom or morality
01616086	osprey	animal	3	2.89	semcor	bird		large harmless hawk found worldwide that feeds on fish and builds a bulky nest often occup
10604634	skeptic	person	3	2.89	semcor	person		someone who habitually doubts accepted beliefs
14600504	acetone	substance	4	2.79	semcor	ketone		the simplest ketone; a highly inflammable liquid widely used as an organic solvent and as 
02956069	capillary	artifact	3	2.88	semcor	tubing		a tube of small internal diameter; holds liquid by capillary action
14778982	reagent	substance	3	2.88	semcor	agent		a chemical agent for use in chemical reactions
14446034	reprieve	state	3	2.88	semcor	relief	word present in another sense	a (temporary) relief from harm or discomfort
10253122	left-hander	person	3	2.87	semcor	person		"a person who uses the left hand with greater skill than the right; ""their pitcher was a so"
08389438	musketry	group	13	1.87	semcor	military-unit		musketeers and their muskets collectively
00253395	catharsis	act	5	2.67	semcor	cleaning		(psychoanalysis) purging of emotional tensions
05432948	cytoplasm	body	4	2.77	semcor	substance		the protoplasm of a cell excluding the nucleus; is full of proteins that control cell meta
07529245	gaiety	feeling	6	2.57	semcor	feeling		a gay feeling
10230801	kidnapper	person	4	2.77	semcor	criminal		someone who unlawfully seizes and detains a victim (usually for ransom)
07386920	mutter	event	4	2.77	semcor	event		a low continuous indistinct sound; often accompanied by movement of the lips without the p
04010205	promenade	artifact	0	3.17	zipf	artifact		a public area set aside as a pedestrian walk
04837232	aggressiveness	attribute	3	2.86	semcor	motivational-drive		the quality of being bold and enterprising
14486639	nadir	state	3	2.86	semcor	adversity	word present in another sense	an extreme state of adversity; the lowest point of anything
15082766	tyrosine	substance	3	2.86	semcor	amino-acid		an amino acid found in most proteins; a precursor of several hormones
02790996	barbell	artifact	5	2.65	semcor	equipment		a bar to which heavy discs are attached at each end; used in weightlifting
07529377	hilarity	feeling	4	2.75	semcor	feeling		great merriment
05962785	mimesis	cognition	11	2.05	semcor	doctrine		the imitative representation of nature and human behavior in art and literature
05278584	phalanx	body	3	2.85	semcor	bone		any of the bones of the fingers or toes
13538757	polymerization	process	3	2.85	semcor	chemical-process		a chemical process that combines several monomers to form a polymer or polymeric compound
00572838	putt	act	0	3.15	zipf	act		"hitting a golf ball that is on the green using a putter; ""his putting let him down today; "
02391994	rhinoceros	animal	3	2.85	semcor	mammal		massive powerful herbivorous odd-toed ungulate of southeast Asia and Africa having very th
04947186	smoothness	attribute	3	2.85	semcor	texture		"a texture without roughness; smooth to the touch; ""admiring the slim smoothness of her thi"
04786763	spontaneity	attribute	3	2.85	semcor	attribute		"the quality of being spontaneous and coming from natural feelings without constraint; ""the"
14491625	affluence	state	4	2.74	semcor	condition		"abundant wealth; ""they studied forerunners of richness or poverty""; ""the richness all arou"
08502672	backwoods	location	4	2.74	semcor	rural-area		a remote and undeveloped area
05391977	left_ventricle	body	4	2.74	semcor	body-part		the chamber on the left side of the heart that receives arterial blood from the left atriu
06751833	lemma	communication	4	2.74	semcor	proposition	word present in another sense	a subsidiary proposition that is assumed to be true in order to prove another proposition
00384802	dissociation	act	3	2.84	semcor	act		the act of removing from association
02208280	honeybee	animal	6	2.54	semcor	bee		social bee often domesticated for the honey it produces
05810768	reliving	cognition	3	2.84	semcor	cognition		"a recurrence of a prior experience; ""the reliving of a strong emotion can be therapeutic"""
04232800	skylight	artifact	3	2.84	semcor	window-unit		a window in a roof to admit daylight
06633896	congratulation	communication	4	2.73	semcor	act		the act of acknowledging that someone has an occasion for celebration
01017987	continuance	act	4	2.73	semcor	activity		the act of continuing an activity without interruption
13414310	checkbook	possession	5	2.63	semcor	transaction-record		a book issued to holders of checking accounts
15044844	sodium_carbonate	substance	0	3.13	zipf	compound		a sodium salt of carbonic acid; used in making soap powders and glass and paper
00854000	caressing	act	4	2.72	semcor	organic-process		affectionate play (or foreplay without contact with the genital organs)
14147380	emphysema	state	4	2.72	semcor	respiratory-disease		an abnormal condition of the lungs marked by decreased respiratory function; associated wi
01048912	concealment	act	2	2.92	zipf	activity		the activity of keeping something secret
14854847	droppings	substance	3	2.82	semcor	waste		fecal matter of animals
08500819	interplanetary_space	location	3	2.82	semcor	place		the part of outer space within the solar system
10441037	playmate	person	3	2.82	semcor	companion		a companion at play
09544262	banshee	person	3	2.81	semcor	disembodied-spirit		(Irish folklore) a female spirit who wails to warn of impending death
07882497	concoction	food	3	2.81	semcor	foodstuff	word present in another sense	"any foodstuff made by combining different ingredients; ""he volunteered to taste her latest"
00754956	pretense	act	1	3.01	zipf	activity		"the act of giving a false appearance; ""his conformity was only pretending"""
06889591	bravado	communication	3	2.8	semcor	information		a swaggering show of courage
00376400	breakage	act	2	2.9	zipf	act	word present in another sense	"the act of breaking something; ""the breakage was unavoidable"""
03702719	macintosh	artifact	0	3.1	zipf	raincoat		a waterproof raincoat made of rubberized fabric
08126290	National_Aeronautics_and_Space_Administration	group	0	3.09	zipf	organization	word present in another sense	an independent agency of the United States government responsible for aviation and spacefl
09902611	cavalryman	person	10	2.09	semcor	soldier		a soldier in a motorized army unit
03100490	conveyance	artifact	3	2.79	semcor	artifact	word present in another sense	something that serves as a means of transportation
06163548	dialectic	cognition	4	2.69	semcor	philosophy		any formal system of reasoning that arrives at the truth by the exchange of logical argume
07522128	foreboding	feeling	3	2.79	semcor	fear		"a feeling of evil to come; ""a steadily escalating sense of foreboding""; ""the lawyer had a "
07081177	parlance	communication	3	2.79	semcor	information		a manner of speaking that is natural to native speakers of a language
03980874	poncho	artifact	3	2.79	semcor	garment		a blanket-like cloak with a hole in the center for the head
10636488	spinster	person	4	2.69	semcor	woman	word present in another sense	an elderly unmarried woman
00439484	somersault	act	6	2.48	semcor	accomplishment		an acrobatic feat in which the feet roll over the head (either forward or backward) and re
04329190	storehouse	artifact	4	2.68	semcor	facility	word present in another sense	"a depository for goods; ""storehouses were built close to the docks"""
04632157	liveliness	attribute	8	2.28	semcor	activeness	word present in another sense	"animation and energy in action or expression; ""it was a heavy play and the actors tried in"
03880770	panacea	artifact	3	2.78	semcor	remedy		hypothetical remedy for all ills or diseases; once sought by the alchemists
02381004	buckskin	animal	8	2.27	semcor	horse		horse of a light yellowish dun color with dark mane and tail
11503482	double_refraction	phenomenon	3	2.77	semcor	physical-phenomenon		splitting a ray into two parallel rays polarized perpendicularly
05699172	indecision	cognition	3	2.77	semcor	incertitude		"doubt concerning two or more possible alternatives or courses of action; ""his indecision w"
14922779	thyroglobulin	substance	16	1.47	semcor	protein		an iodine containing protein that is obtained from the thyroid gland and exhibits the gene
07428450	perturbation	event	4	2.66	semcor	activity	word present in another sense	"activity that is a malfunction, intrusion, or interruption; ""the term `distress' connotes "
00374835	aggravation	act	3	2.76	semcor	act		"action that makes a problem or a disease (or its symptoms) worse; ""the aggravation of her "
08153102	laity	group	3	2.76	semcor	group		in Christianity, members of a religious community that do not have the priestly responsibi
14141062	typhus	state	3	2.76	semcor	communicable-disease		rickettsial disease transmitted by body lice and characterized by skin rash and high fever
07380473	clatter	event	4	2.65	semcor	noise		"a rattling noise (often produced by rapid movement); ""the shutters clattered against the h"
00988320	fusillade	act	12	1.85	semcor	attack		"rapid simultaneous discharge of firearms; ""our fusillade from the left flank caught them b"
07252378	goad	communication	4	2.65	semcor	information	word present in another sense	"a verbalization that encourages you to attempt something; ""the ceaseless prodding got on h"
03745146	menagerie	artifact	2	2.85	zipf	facility		the facility where wild animals are housed for exhibition
04740326	monotony	attribute	3	2.75	semcor	attribute		"the quality of wearisome constancy, routine, and lack of variety; ""he had never grown accu"
10029985	redcoat	person	12	1.85	semcor	soldier		British soldier; so-called because of his red coat (especially during the American Revolut
04904352	repose	attribute	3	2.75	semcor	disposition		a disposition free from stress or emotion
07038615	orchestration	communication	3	2.74	semcor	musical-composition		an arrangement of a piece of music for performance by an orchestra or band
01222859	twit	act	3	2.74	semcor	behavior		aggravation by deriding or mocking or criticizing
06727616	pronouncement	communication	5	2.54	semcor	declaration		an authoritative declaration
14850948	ethyl_acetate	substance	3	2.73	semcor	ester		a fragrant colorless flammable volatile liquid ester made from ethanol and acetic acid; us
04160847	searchlight	artifact	3	2.73	semcor	light		a light source with reflectors that projects a beam of light in a particular direction
06860177	trill	communication	3	2.73	semcor	musical-note	word present in another sense	a note that alternates rapidly with another note a semitone above it
04765691	universality	attribute	3	2.73	semcor	attribute		the quality of being universal; existing everywhere
05037394	vehemence	attribute	8	2.23	semcor	degree	word present in another sense	"intensity or forcefulness of expression; ""the vehemence of his denial""; ""his emphasis on c"
03214966	divan	artifact	5	2.53	semcor	sofa		a long backless sofa (usually with pillows against a wall)
00735936	misbehavior	act	5	2.53	semcor	activity		improper or wicked or immoral behavior
03159640	dais	artifact	4	2.62	semcor	artifact		a platform raised above the surrounding level to give prominence to the person on it
09269972	dregs	object	4	2.62	semcor	sediment		sediment that has settled at the bottom of a liquid
05816622	datum	cognition	5	2.52	semcor	cognition		an item of factual information derived from measurement or research
04888268	condescension	attribute	3	2.71	semcor	sin		the trait of displaying arrogance by patronizing those considered inferior
04853873	frailty	attribute	3	2.71	semcor	attribute		moral weakness
04745679	homogeneity	attribute	4	2.61	semcor	similarity		"the quality of being similar or comparable in kind or nature; ""there is a remarkable homog"
11426914	repulsion	phenomenon	4	2.61	semcor	physical-phenomenon		the force by which bodies repel one another
09835506	ballplayer	person	8	2.2	semcor	athlete		an athlete who plays baseball
02931294	cabana	artifact	3	2.7	semcor	tent		a small tent used as a dressing room beside the sea or a swimming pool
13428159	aeration	process	5	2.49	semcor	process		"the process of exposing to air (so as to purify); ""the aeration of the soil"""
02682569	aerator	artifact	11	1.89	semcor	apparatus		an apparatus for exposing something to the air (as sewage)
14487184	impurity	state	3	2.69	semcor	condition		the condition of being impure
13878306	ellipse	shape	3	2.68	semcor	conic-section		a closed plane curve resulting from the intersection of a circular cone and a plane cuttin
07174433	misinterpretation	communication	3	2.68	semcor	explanation		"putting the wrong interpretation on; ""his misinterpretation of the question caused his err"
15135996	workweek	time	4	2.58	semcor	time-period	word present in another sense	"hours or days of work in a calendar week; ""they worked a 40-hour week"""
05984936	acculturation	cognition	6	2.37	semcor	cognition	word present in another sense	all the knowledge and values shared by a society
07186828	entreaty	communication	11	1.87	semcor	act	word present in another sense	"earnest or urgent request; ""an entreaty to stop the fighting""; ""an appeal for help""; ""an a"
03338143	fillet	artifact	0	2.97	zipf	fastener		fastener consisting of a narrow strip of welded metal used to join steel members
15291199	apogee	time	4	2.57	semcor	phase	word present in another sense	"a final climactic stage; ""their achievements stand as a culmination of centuries of develo"
07444392	diurnal_variation	event	3	2.67	semcor	variation		fluctuations that occur during each day
11750989	melilotus	plant	17	1.27	semcor	plant		erect annual or biennial plant grown extensively especially for hay and soil improvement
08657249	stratum	location	3	2.67	semcor	layer	word present in another sense	one of several parallel layers of material arranged one on top of another (such as a layer
00823884	inoculation	act	3	2.66	semcor	protection		taking a vaccine as a precaution against contracting a disease
14618050	anionic_detergent	substance	7	2.26	semcor	agent		a class of synthetic detergents in which the molecules do not ionize in aqueous solutions
02885108	boxcar	artifact	5	2.45	semcor	railcar		a freight car with roof and sliding doors in the sides
00575365	cinch	act	3	2.65	semcor	undertaking	word present in another sense	"any undertaking that is easy to do; ""marketing this product will be no picnic"""
11485582	sunbeam	phenomenon	3	2.65	semcor	beam-of-light		a ray of sunlight
07184545	affray	communication	7	2.24	semcor	quarrel		noisy quarrel
05413647	thyroxine	body	9	2.04	semcor	hormone		hormone produced by the thyroid glands to regulate metabolism by controlling the rate of o
01397114	alga	animal	6	2.33	semcor	microorganism		primitive chlorophyll-containing mainly aquatic eukaryotic organisms lacking true stems an
03049695	closeup	artifact	3	2.63	semcor	photograph		a photograph taken at close range
07542675	discouragement	feeling	4	2.53	semcor	despair	word present in another sense	the feeling of despair in the face of obstacles
08560785	earshot	location	3	2.63	semcor	place		"the range within which a voice can be heard; ""the children were told to stay within earsho"
05698982	incredulity	cognition	4	2.53	semcor	incertitude		doubt about the truth of something
04630378	stoicism	attribute	3	2.63	semcor	trait		an indifference to pleasure or pain
01742172	boa_constrictor	animal	6	2.32	semcor	snake		very large boa of tropical America and West Indies
14910748	hydride	substance	4	2.52	semcor	compound		any binary compound formed by the union of hydrogen and other elements
05115804	profusion	attribute	4	2.52	semcor	magnitude		"the property of being extremely abundant; ""the profusion of detail""; ""the idiomatic richne"
00633108	quackery	act	6	2.32	semcor	activity		medical practice and advice based on observation and experience in ignorance of scientific
07232988	denunciation	communication	3	2.61	semcor	act		a public act of denouncing
07238455	insinuation	communication	4	2.51	semcor	information		an indirect (and usually malicious) implication
08466175	cubism	group	5	2.4	semcor	movement		an artistic movement in France beginning in 1907 that featured surfaces of geometrical pla
14417551	discontinuity	state	4	2.5	semcor	state		lack of connection or continuity
10039663	dunce	person	4	2.5	semcor	person		a stupid person; these words are used to express a low opinion of someone's intelligence
03578981	interferometer	artifact	4	2.5	semcor	instrument		any measuring instrument that uses interference patterns to make accurate measurements of 
03882611	paneling	artifact	3	2.6	semcor	panel		a panel or section of panels in a wall or door
07512315	earnestness	feeling	5	2.39	semcor	feeling		an earnest and sincere feeling
13897198	ellipsoid	shape	5	2.39	semcor	shape		"a surface whose plane sections are all ellipses or circles; ""the Earth is an ellipsoid"""
05673209	forgetfulness	cognition	3	2.58	semcor	condition		tendency to forget
05498773	limbic_system	body	4	2.48	semcor	body-part		a system of functionally related neural structures in the brain that are involved in emoti
04745240	parallelism	attribute	3	2.58	semcor	similarity	word present in another sense	similarity by virtue of corresponding
10355942	New_Englander	person	5	2.38	semcor	inhabitant		an American who lives in New England
08476988	analytical_cubism	group	5	2.38	semcor	movement		the early phase of cubism
10249459	lawman	person	4	2.47	semcor	person		an officer of the law
05638606	marksmanship	cognition	3	2.57	semcor	skill		skill in shooting
13119870	bramble	plant	3	2.56	semcor	plant		any of various rough thorny shrubs or vines
05048301	concurrence	attribute	3	2.56	semcor	attribute	word present in another sense	"the temporal property of two things happening at the same time; ""the interval determining "
06319157	adverb	communication	3	2.55	semcor	collection		the word class that qualifies verbs or clauses
09619824	individualist	person	3	2.55	semcor	person		a person who pursues independent thought or action
09353603	micelle	object	11	1.75	semcor	particle		an electrically charged particle built up from polymeric molecules or ions and occurring i
10404672	passerby	person	3	2.55	semcor	pedestrian		a person who passes by casually or by chance
06764623	postscript	communication	1	2.75	zipf	annotation	word present in another sense	a note appended to a letter after the signature
10643218	squatter	person	3	2.55	semcor	traveler		someone who settles lawfully on government land with the intent to acquire title to it
05249420	anastomosis	body	7	2.14	semcor	state		a natural or surgical joining of parts or branches of tubular structures so as to make or 
07555402	ardor	feeling	5	2.34	semcor	feeling	word present in another sense	"a feeling of strong eagerness (usually in favor of a person or cause); ""they were imbued w"
07113192	phonemic_system	communication	4	2.44	semcor	system		the system of phonemes recognized in a language
10773394	weightlifter	person	4	2.44	semcor	athlete		an athlete who lifts barbells
03666362	light-emitting_diode	artifact	0	2.83	zipf	diode		diode such that light emitted at a p-n junction is proportional to the bias current; color
03743422	megaton_bomb	artifact	5	2.33	semcor	bomb		a nuclear weapon with an explosive power equivalent to one million tons of TNT
02880546	bowed_stringed_instrument	artifact	3	2.52	semcor	musical-instrument	word present in another sense	"stringed instruments that are played with a bow; ""the strings played superlatively well"""
10530677	rifleman	person	3	2.52	semcor	shooter		someone skilled in the use of a rifle
05018785	luminescence	attribute	3	2.51	semcor	luminosity	word present in another sense	light from nonthermal sources
03906224	pegboard	artifact	8	2.01	semcor	board		a board perforated with regularly spaced holes into which pegs can be fitted
