# label	GPT path — kinds WordNet has no noun for
shooting target	sporting goods > outdoor recreation > cycling > accessories > shooting target
shooting target	sporting goods > outdoor recreation > cycling > accessories > shooting target
shooting target	sporting goods > outdoor recreation > cycling > accessories > shooting target
shooting target	sporting goods > outdoor recreation > cycling > accessories > shooting target
shooting target	sporting goods > outdoor recreation > cycling > accessories > shooting target
shooting target	sporting goods > outdoor recreation > cycling > accessories > shooting target
shooting target	sporting goods > outdoor recreation > cycling > accessories > shooting target
shooting target	sporting goods > outdoor recreation > cycling > accessories > shooting target
shopping tote	luggage & bags > shopping tote
shot glasses	home & garden > kitchen & dining > tableware > drinkware > shot glasses
shot put	sporting goods > athletics > track & field > shot put   [WordNet has only non-goods senses]
shower arm	hardware > plumbing > plumbing fixture hardware & parts > shower part > shower arm
shower base	hardware > plumbing > plumbing fixture hardware & parts > shower part > shower base
shower bench	health & beauty > health care > mobility & accessibility > accessibility furniture & fixtures > shower bench
shower column	hardware > plumbing > plumbing fixture hardware & parts > shower part > shower column
shower curtain ring	home & garden > bathroom accessories > shower curtain ring
shower door	hardware > plumbing > plumbing fixture hardware & parts > shower part > shower door
shower head	hardware > plumbing > plumbing fixture hardware & parts > shower part > shower head
shower jet	hardware > plumbing > plumbing fixture hardware & parts > shower part > shower jet
shower part	hardware > plumbing > plumbing fixture hardware & parts > shower part
shower rod	home & garden > bathroom accessories > shower rod
shower visor	toddler > baby bathing > shower visor
shower wall	hardware > plumbing > plumbing fixture hardware & parts > shower part > shower wall
shower water filter	hardware > plumbing > plumbing fixture hardware & parts > shower part > shower water filter
shrub	food, beverages & tobacco > food item > seed > plant > shrub   [WordNet has only non-goods senses]
shrub	food, beverages & tobacco > food item > seed > plant > shrub   [WordNet has only non-goods senses]
shuffleboard table	sporting goods > indoor game > table shuffleboard > shuffleboard table
sight	cameras & optics > optics > scope > sight   [WordNet has only non-goods senses]
sight	cameras & optics > optics > scope > sight   [WordNet has only non-goods senses]
sight accessories	cameras & optics > optic accessories > sight accessories
sight accessories	cameras & optics > optic accessories > sight accessories
sight level	hardware > hardware accessories > tool storage & organization > tool > measuring tools & sensors > level > sight level
sight level	hardware > hardware accessories > tool storage & organization > tool > measuring tools & sensors > level > sight level
sight level	hardware > hardware accessories > tool storage & organization > tool > measuring tools & sensors > level > sight level
sight level	hardware > hardware accessories > tool storage & organization > tool > measuring tools & sensors > level > sight level
signage	business & industrial > signage   [WordNet has only non-goods senses]
signal booster	electronics > electronics accessories > signal booster
signal jammer	electronics > electronics accessories > signal jammer
signal processor	electronics > audio > audio component > signal processor
signal processor	electronics > audio > audio component > signal processor
signal processor	electronics > audio > audio component > signal processor
signature capture pad	business & industrial > retail > money handling > cash register & pos terminal accessories > signature capture pad
signature capture pad	business & industrial > retail > money handling > cash register & pos terminal accessories > signature capture pad
sim card	electronics > communication > telephony > mobile phone accessories > mobile phone pre-paid cards & sim cards > sim card
sim card ejection tool	electronics > communication > telephony > mobile phone accessories > sim card ejection tool
sink accessories	hardware > plumbing > plumbing fixture hardware & parts > sink accessories
sink caddy	home & garden > kitchen & dining > kitchen tools & utensils > sink caddy
sink leg	hardware > plumbing > plumbing fixture hardware & parts > sink accessories > sink leg
sink mat	home & garden > kitchen & dining > kitchen tools & utensils > sink mat
sippy cup	toddler > feeding > sippy cup
sit-down hydrofoil	sporting goods > outdoor recreation > sport > towed water sport > water skiing > sit-down hydrofoil
sit-down hydrofoil	sporting goods > outdoor recreation > sport > towed water sport > water skiing > sit-down hydrofoil
sit-down hydrofoil	sporting goods > outdoor recreation > sport > towed water sport > water skiing > sit-down hydrofoil
sit-down hydrofoil	sporting goods > outdoor recreation > sport > towed water sport > water skiing > sit-down hydrofoil
skate blade guard	sporting goods > athletics > figure skating & hockey > ice skate parts & accessories > skate blade guard
skate helmet	sporting goods > outdoor recreation > skateboarding > skateboarding protective gear > skate helmet
skate lace tightener	sporting goods > athletics > figure skating & hockey > ice skate parts & accessories > skate lace tightener
skate rail	sporting goods > outdoor recreation > skateboarding > skate rail
skate ramp	sporting goods > outdoor recreation > skateboarding > skate ramp
skateboard deck	sporting goods > outdoor recreation > skateboarding > skateboard part > skateboard deck
skateboard part	sporting goods > outdoor recreation > skateboarding > skateboard part
skateboard small part	sporting goods > outdoor recreation > skateboarding > skateboard part > skateboard small part
skateboard truck	sporting goods > outdoor recreation > skateboarding > skateboard part > skateboard truck
skateboard wheel	sporting goods > outdoor recreation > skateboarding > skateboard part > skateboard wheel
skateboarding	sporting goods > outdoor recreation > skateboarding   [WordNet has only non-goods senses]
skateboarding glove	sporting goods > outdoor recreation > skateboarding > skateboarding protective gear > skateboarding glove
skateboarding pad	sporting goods > outdoor recreation > skateboarding > skateboarding protective gear > skateboarding pad
skateboarding protective gear	sporting goods > outdoor recreation > skateboarding > skateboarding protective gear
skee-ball machine	electronics > arcade equipment > skee-ball machine
ski binding part	sporting goods > outdoor recreation > winter sports & activities > snowboarding > ski binding part
skimboard	sporting goods > outdoor recreation > sport > surfing > skimboard
skimboard	sporting goods > outdoor recreation > sport > surfing > skimboard
skimboard	sporting goods > outdoor recreation > sport > surfing > skimboard
skimboard	sporting goods > outdoor recreation > sport > surfing > skimboard
skin care	health & beauty > personal care > cosmetics > skin care   [WordNet has only non-goods senses]
skin care extractor	health & beauty > personal care > cosmetics > cosmetic tool > skin care tool > skin care extractor
skin care roller	health & beauty > personal care > cosmetics > cosmetic tool > skin care tool > skin care roller
skin care tool	health & beauty > personal care > cosmetics > cosmetic tool > skin care tool
skin cleansing brush head	health & beauty > personal care > cosmetics > cosmetic tool > skin care tool > skin cleansing brush head
skin insect repellent	health & beauty > personal care > cosmetics > skin care > skin insect repellent
skirt suit	apparel & accessories > clothing > suit > skirt suit
skirt suit	apparel & accessories > clothing > suit > skirt suit
skort	apparel & accessories > clothing > skort
skydiving	sporting goods > outdoor recreation > skydiving   [WordNet has only non-goods senses]
sleeping aid	health & beauty > personal care > sleeping aid
sleeping bag liner	sporting goods > outdoor recreation > hiking > sleeping bag liner
sleeping pad	sporting goods > outdoor recreation > hiking > sleeping pad
slide storage	cameras & optics > photography > slide storage
slipper chair	furniture > chair > slipper chair
slipper chair	furniture > chair > slipper chair
slipper chair	furniture > chair > slipper chair
slipper chair	furniture > chair > slipper chair
slotted spoon	home & garden > kitchen & dining > kitchen tools & utensils > slotted spoon
slow cooker	home & garden > kitchen & dining > kitchen appliance > food cookers & steamers > slow cooker
small animal bedding	animals & pet supplies > pet supplies > small animal supplies > small animal bedding
small animal bedding	animals & pet supplies > pet supplies > small animal supplies > small animal bedding
small animal food	animals & pet supplies > pet supplies > small animal supplies > small animal food
small animal food	animals & pet supplies > pet supplies > small animal supplies > small animal food
small animal habitat accessories	animals & pet supplies > pet supplies > small animal supplies > small animal habitat accessories
small animal habitat accessories	animals & pet supplies > pet supplies > small animal supplies > small animal habitat accessories
small animal supplies	animals & pet supplies > pet supplies > small animal supplies
small animal supplies	animals & pet supplies > pet supplies > small animal supplies
small animal treat	animals & pet supplies > pet supplies > small animal supplies > small animal treat
small animal treat	animals & pet supplies > pet supplies > small animal supplies > small animal treat
small engine	hardware > small engine
smart glasses	electronics > computer > smart glasses
smoke detector	home & garden > flood, fire & gas safety > smoke & carbon monoxide detectors > smoke detector
smoking accessories	home & garden > smoking accessories
smoking chip	home & garden > kitchen & dining > kitchen appliance accessories > outdoor grill accessories > smoking chip
smoking pipe	food, beverages & tobacco > tobacco product > smoking pipe
snack cake	food, beverages & tobacco > food item > snack food > snack cake
snack mix	food, beverages & tobacco > food item > snack food > snack mix
sneeze guard	business & industrial > food service > sneeze guard
snorkeling	sporting goods > outdoor recreation > sport > snorkeling   [WordNet has only non-goods senses]
snorkeling	sporting goods > outdoor recreation > sport > snorkeling   [WordNet has only non-goods senses]
snorkeling	sporting goods > outdoor recreation > sport > snorkeling   [WordNet has only non-goods senses]
snorkeling	sporting goods > outdoor recreation > sport > snorkeling   [WordNet has only non-goods senses]
snow blower accessories	home & garden > lawn & garden > outdoor power equipment accessories > snow blower accessories
snow brush	home & garden > lawn & garden > snow removal > snow brush
snow globe	home & garden > decor > snow globe
snow pants	apparel & accessories > clothing > outerwear > snow pants
snow removal	home & garden > lawn & garden > snow removal
snow shovel	home & garden > lawn & garden > snow removal > snow shovel
snowboard bag	sporting goods > outdoor recreation > winter sports & activities > snowboarding > snowboard bag
snowboard binding	sporting goods > outdoor recreation > winter sports & activities > snowboarding > snowboard binding
snowboard binding part	sporting goods > outdoor recreation > winter sports & activities > snowboarding > snowboard binding part
snowboard boot	sporting goods > outdoor recreation > winter sports & activities > snowboarding > snowboard boot
snowboard goggles	sporting goods > outdoor recreation > winter sports & activities > snowboarding > snowboard goggles
snowboard helmet	sporting goods > outdoor recreation > winter sports & activities > snowboarding > snowboard helmet
snowboard leash	sporting goods > outdoor recreation > winter sports & activities > snowboarding > snowboard leash
snowboard rack	vehicles & parts > vehicle parts & accessories > vehicle storage & cargo > motor vehicle carrying rack > snowboard rack
snowboard wax	sporting goods > outdoor recreation > winter sports & activities > snowboarding > snowboard wax
snowboarding	sporting goods > outdoor recreation > winter sports & activities > snowboarding   [WordNet has only non-goods senses]
snowsho	sporting goods > outdoor recreation > winter sports & activities > snowshoeing > snowsho
snowshoe binding	sporting goods > outdoor recreation > winter sports & activities > snowshoeing > snowshoe binding
snowshoeing	sporting goods > outdoor recreation > winter sports & activities > snowshoeing
soccer	sporting goods > athletics > soccer   [WordNet has only non-goods senses]
soccer autographed paraphernalia	arts & entertainment > hobbies & creative arts > collectible > sports collectible > autographed sports paraphernalia > soccer autographed paraphernalia
soccer corner flag	sporting goods > athletics > soccer > soccer corner flag
soccer fan accessories	arts & entertainment > hobbies & creative arts > collectible > sports collectible > sports fan accessories > soccer fan accessories
soccer glove	sporting goods > athletics > soccer > soccer glove
soccer goal	sporting goods > athletics > soccer > soccer goal
soccer goal accessories	sporting goods > athletics > soccer > soccer goal accessories
soccer protective gear	sporting goods > athletics > soccer > soccer protective gear
soccer shin guard	sporting goods > athletics > soccer > soccer protective gear > soccer shin guard
soccer uniform	apparel & accessories > clothing > uniform > sports uniform > soccer uniform
socket driver	hardware > hardware accessories > tool storage & organization > tool > socket driver
socket driver	hardware > hardware accessories > tool storage & organization > tool > socket driver
socket driver	hardware > hardware accessories > tool storage & organization > tool > socket driver
socket driver	hardware > hardware accessories > tool storage & organization > tool > socket driver
soda maker	home & garden > kitchen & dining > kitchen appliance > soda maker
soda maker accessories	home & garden > kitchen & dining > kitchen appliance accessories > soda maker accessories
sofa accessories	furniture > sofa accessories
sofa cushion	home & garden > decor > sofa cushion
sofa support	furniture > sofa accessories > sofa support
sofa table	furniture > table > accent table > sofa table
sofa table	furniture > table > accent table > sofa table
sofa table	furniture > table > accent table > sofa table
sofa table	furniture > table > accent table > sofa table
sofa table	furniture > table > accent table > sofa table
sofa table	furniture > table > accent table > sofa table
softball bat	sporting goods > athletics > baseball & softball > softball bat
softball uniform	apparel & accessories > clothing > uniform > sports uniform > softball uniform
softbox	cameras & optics > photography > studio > studio lighting control > softbox
software	software   [WordNet has only non-goods senses]
soju	food, beverages & tobacco > beverage > alcoholic beverage > liquor & spirits > soju
soju	food, beverages & tobacco > beverage > alcoholic beverage > liquor & spirits > soju
solar energy kit	hardware > power & electrical supplies > solar energy kit
soldering iron accessories	hardware > tool accessories > soldering iron accessories
soldering iron stand	hardware > tool accessories > soldering iron accessories > soldering iron stand
soldering iron tip	hardware > tool accessories > soldering iron accessories > soldering iron tip
solvents stripper	hardware > building consumable > solvents stripper
souffle dish	home & garden > kitchen & dining > cookware & bakeware > bakeware > souffle dish
souffle dish	home & garden > kitchen & dining > cookware & bakeware > bakeware > souffle dish
sound blimp	cameras & optics > camera & optic accessories > camera parts & accessories > sound blimp
sound editing software	software > computer software > multimedia & design software > sound editing software
sound meter	hardware > hardware accessories > tool storage & organization > tool > measuring tools & sensors > sound meter
sound meter	hardware > hardware accessories > tool storage & organization > tool > measuring tools & sensors > sound meter
sound meter	hardware > hardware accessories > tool storage & organization > tool > measuring tools & sensors > sound meter
sound meter	hardware > hardware accessories > tool storage & organization > tool > measuring tools & sensors > sound meter
sound synthesizer	arts & entertainment > hobbies & creative arts > musical instrument > electronic musical instrument > sound synthesizer
soy milk maker	home & garden > kitchen & dining > kitchen appliance > soy milk maker
spa accessories	home & garden > pool & spa > spa accessories
spa filter	home & garden > pool & spa > pool & spa accessories > spa filter
speaker accessories	electronics > audio > audio accessories > speaker accessories
speaker accessories	electronics > audio > audio accessories > speaker accessories
speaker accessories	electronics > audio > audio accessories > speaker accessories
speaker component	electronics > audio > audio accessories > speaker accessories > speaker component
speaker component	electronics > audio > audio accessories > speaker accessories > speaker component
speaker component	electronics > audio > audio accessories > speaker accessories > speaker component
speaker stand	electronics > audio > audio accessories > speaker accessories > speaker stand
speaker stand	electronics > audio > audio accessories > speaker accessories > speaker stand
speaker stand	electronics > audio > audio accessories > speaker accessories > speaker stand
speaker stand bag	electronics > audio > audio accessories > speaker accessories > speaker stand bag
speaker stand bag	electronics > audio > audio accessories > speaker accessories > speaker stand bag
speaker stand bag	electronics > audio > audio accessories > speaker accessories > speaker stand bag
special effect	arts & entertainment > party & celebration > special effect   [WordNet has only non-goods senses]
special effects controller	arts & entertainment > party & celebration > special effect > special effects controller
special effects light stand	arts & entertainment > party & celebration > special effect > special effects light stand
special effects lighting	arts & entertainment > party & celebration > special effect > special effects lighting
specialty audio	electronics > audio > specialty audio
specialty audio	electronics > audio > specialty audio
specialty audio	electronics > audio > specialty audio
specialty tool	vehicles & parts > vehicle parts & accessories > vehicle maintenance, care & decor > specialty tool
specimen cup	health & beauty > health care > specimen cup
spectrometer accessories	business & industrial > science & laboratory > laboratory equipment > spectrometer accessories
speed radar	electronics > speed radar
spice grinder	home & garden > kitchen & dining > kitchen tools & utensils > spice grinder
spice grinder accessories	home & garden > kitchen & dining > kitchen tools & utensils > spice grinder accessories
spice organizer	home & garden > kitchen & dining > kitchen tools & utensils > kitchen organizer > spice organizer
spices	food, beverages & tobacco > food item > spices
spices	food, beverages & tobacco > food item > spices
spine	hardware > hardware accessories > organization > binding supplies > spine   [WordNet has only non-goods senses]
spine	hardware > hardware accessories > organization > binding supplies > spine   [WordNet has only non-goods senses]
spine	hardware > hardware accessories > organization > binding supplies > spine   [WordNet has only non-goods senses]
spinning wheel accessories	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting tool accessories > spinning wheel accessories
splitter	electronics > component > splitter   [WordNet has only non-goods senses]
spoken word	medium > music & sound recordings > spoken word   [WordNet has only non-goods senses]
spoon rest	home & garden > kitchen & dining > kitchen tools & utensils > spoon rest
sport	sporting goods > outdoor recreation > sport   [WordNet has only non-goods senses]
sport	sporting goods > outdoor recreation > sport   [WordNet has only non-goods senses]
sport	sporting goods > outdoor recreation > sport   [WordNet has only non-goods senses]
sport	sporting goods > outdoor recreation > sport   [WordNet has only non-goods senses]
sport apparel	sporting goods > outdoor recreation > sport > sport apparel
sport apparel	sporting goods > outdoor recreation > sport > sport apparel
sport apparel	sporting goods > outdoor recreation > sport > sport apparel
sport apparel	sporting goods > outdoor recreation > sport > sport apparel
sports collectible	arts & entertainment > hobbies & creative arts > collectible > sports collectible
sports fan accessories	arts & entertainment > hobbies & creative arts > collectible > sports collectible > sports fan accessories
sports megaphone	sporting goods > athletics > general purpose athletic equipment > sports megaphone
sports mouthguard	sporting goods > athletics > general purpose athletic equipment > sports mouthguard
sports toy	toys & games > toy > sports toy
sports toy	toys & games > toy > sports toy
sports toy	toys & games > toy > sports toy
sports toy accessories	toys & games > toy > sports toy accessories
sports toy accessories	toys & games > toy > sports toy accessories
sports toy accessories	toys & games > toy > sports toy accessories
sports uniform	apparel & accessories > clothing > uniform > sports uniform
spot light	home & garden > lighting > spot light
spotting scope	cameras & optics > optics > scope > spotting scope
spotting scope	cameras & optics > optics > scope > spotting scope
spotting scope accessories	cameras & optics > optic accessories > spotting scope accessories
spotting scope accessories	cameras & optics > optic accessories > spotting scope accessories
spray string	arts & entertainment > party & celebration > party supplies > spray string
spray tanning tent	health & beauty > personal care > spray tanning tent
sprinkler accessories	home & garden > lawn & garden > irrigation > sprinkler accessories
sprinkler control	home & garden > lawn & garden > irrigation > sprinkler accessories > sprinkler control
sprinkler head	home & garden > lawn & garden > irrigation > sprinkler head
sprinkler valve	home & garden > lawn & garden > irrigation > sprinkler accessories > sprinkler valve
squash	sporting goods > athletics > squash   [WordNet has only non-goods senses]
squash	sporting goods > athletics > squash   [WordNet has only non-goods senses]
squash	sporting goods > athletics > squash   [WordNet has only non-goods senses]
squash	sporting goods > athletics > squash   [WordNet has only non-goods senses]
squash eyewear	sporting goods > athletics > racquetball & squash > squash eyewear
squash glove	sporting goods > athletics > racquetball & squash > squash glove
squirrel feeder	home & garden > decor > bird & wildlife feeders > squirrel feeder
stadium seat	sporting goods > athletics > general purpose athletic equipment > stadium seat
stage equipment	electronics > audio > stage equipment
stage equipment	electronics > audio > stage equipment
stage equipment	electronics > audio > stage equipment
stage makeup	health & beauty > personal care > cosmetics > makeup > stage makeup
stain remover	home & garden > household supplies > household cleaning supplies > household cleaning product > stain remover
stained glass panel	home & garden > decor > window treatment > stained glass panel
stair climber	sporting goods > exercise & fitness > cardio > cardio machine > stair climber
stair climber	sporting goods > exercise & fitness > cardio > cardio machine > stair climber
stair climber	sporting goods > exercise & fitness > cardio > cardio machine > stair climber
stair lift	health & beauty > health care > mobility & accessibility > accessibility equipment > stair lift
stair stepper	sporting goods > exercise & fitness > cardio > cardio machine > stair climbers & steppers > stair stepper
stair tread	home & garden > household supplies > stair tread
stamp block	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting tool accessories > stamp block
standing shelf	furniture > shelving > standing shelf
staple remover	office supplies > office instrument > staple remover
starfruit	food, beverages & tobacco > food item > fruit > starfruit
starfruit	food, beverages & tobacco > food item > fruit > starfruit
starter culture	food, beverages & tobacco > food item > ingredient > starter culture
starter pistol	sporting goods > athletics > track & field > starter pistol
stationery	office supplies > general office supplies > paper product > stationery   [WordNet has only non-goods senses]
steam cleaner	home & garden > household appliance > steam cleaner
steam inhaler	health & beauty > health care > respiratory care > steam inhaler
steam mop	home & garden > household appliance > floor & steam cleaners > steam mop
steam press	home & garden > household appliance > laundry appliance > steam press
steam press accessories	home & garden > household appliance accessories > laundry appliance accessories > steam press accessories
steam table	home & garden > kitchen & dining > kitchen appliance > food warmer > steam table
steam table accessories	home & garden > kitchen & dining > kitchen appliance accessories > steam table accessories
steam table pan	home & garden > kitchen & dining > kitchen appliance accessories > steam table accessories > steam table pan
steam table pan cover	home & garden > kitchen & dining > kitchen appliance accessories > steam table accessories > steam table pan cover
steamer basket	home & garden > kitchen & dining > cookware & bakeware > cookware accessories > steamer basket
stemware	home & garden > kitchen & dining > tableware > drinkware > stemware
stencil machine	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting tools > craft measuring & marking tools > stencil machine
stepper accessories	sporting goods > exercise & fitness > cardio > cardio machine accessories > stepper accessories
stepping stone	home & garden > decor > stepping stone   [WordNet has only non-goods senses]
stick weapon	mature > weapon > stick weapon
sticky note	office supplies > general office supplies > paper product > sticky note
sticky rice cake	food, beverages & tobacco > food item > snack food > sticky rice cake
stitch marker	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting tools > craft measuring & marking tools > stitch marker
stock photograph	software > digital goods & currency > stock photograph
stock pot	home & garden > kitchen & dining > cookware & bakeware > cookware > stock pot
stock pot	home & garden > kitchen & dining > cookware & bakeware > cookware > stock pot
stone fruit	food, beverages & tobacco > food item > fruit > stone fruit   [WordNet has only non-goods senses]
stone fruit	food, beverages & tobacco > food item > fruit > stone fruit   [WordNet has only non-goods senses]
storage cabinet	furniture > cabinets & storage > storage cabinet
storage chest	furniture > cabinets & storage > storage chest
storage hook	home & garden > household supplies > storage & organization > storage hook
stovetop kettle	home & garden > kitchen & dining > cookware & bakeware > cookware > stovetop kettle
stovetop kettle	home & garden > kitchen & dining > cookware & bakeware > cookware > stovetop kettle
straight edge	hardware > hardware accessories > tool storage & organization > tool > measuring tools & sensors > straight edge
straight edge	hardware > hardware accessories > tool storage & organization > tool > measuring tools & sensors > straight edge
straight edge	hardware > hardware accessories > tool storage & organization > tool > measuring tools & sensors > straight edge
straight edge	hardware > hardware accessories > tool storage & organization > tool > measuring tools & sensors > straight edge
straw holder	home & garden > kitchen & dining > kitchen tools & utensils > kitchen organizer > straw holder
streamer toy	toys & games > toy > activity toy > streamer toy
streamer toy	toys & games > toy > activity toy > streamer toy
streamer toy	toys & games > toy > activity toy > streamer toy
strike shield	sporting goods > athletics > arts > arts training equipment > strike shield
strike shield	sporting goods > athletics > arts > arts training equipment > strike shield
strike shield	sporting goods > athletics > arts > arts training equipment > strike shield
string instrument	arts & entertainment > hobbies & creative arts > musical instrument > string instrument
string instrument accessories	arts & entertainment > hobbies & creative arts > musical instrument & orchestra accessories > string instrument accessories
string instrument cleaning cloth	arts & entertainment > hobbies & creative arts > musical instrument & orchestra accessories > string instrument accessories > string instrument care & cleaning > string instrument cleaning cloth
string instrument polish	arts & entertainment > hobbies & creative arts > musical instrument & orchestra accessories > string instrument accessories > string instrument care & cleaning > string instrument polish
stud sensor	hardware > hardware accessories > tool storage & organization > tool > measuring tools & sensors > stud sensor
stud sensor	hardware > hardware accessories > tool storage & organization > tool > measuring tools & sensors > stud sensor
stud sensor	hardware > hardware accessories > tool storage & organization > tool > measuring tools & sensors > stud sensor
stud sensor	hardware > hardware accessories > tool storage & organization > tool > measuring tools & sensors > stud sensor
studio background	cameras & optics > photography > studio > studio background
studio light	cameras & optics > photography > studio > studio light
studio lighting control	cameras & optics > photography > studio > studio lighting control
studio recording bundle	electronics > audio > audio component > studio recording bundle
studio recording bundle	electronics > audio > audio component > studio recording bundle
studio recording bundle	electronics > audio > audio component > studio recording bundle
studio stand	cameras & optics > photography > studio > studio stand
stuffed animal	toys & games > toy > dolls, playsets & toy figures > stuffed animal
stuffed animal	toys & games > toy > dolls, playsets & toy figures > stuffed animal
stuffed animal	toys & games > toy > dolls, playsets & toy figures > stuffed animal
stump shrinker	health & beauty > health care > stump shrinker
stylus pen	electronics > electronics accessories > computer accessories > stylus pen
styluse	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting tools > craft cutting & embossing tools > styluse
styptic pencil	health & beauty > personal care > grooming > styptic pencil
styrofoam	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > craft shapes & bases > styrofoam   [WordNet has only non-goods senses]
substrate	animals & pet supplies > pet supplies > fish supplies > substrate   [WordNet has only non-goods senses]
substrate	animals & pet supplies > pet supplies > fish supplies > substrate   [WordNet has only non-goods senses]
sugar caddy	home & garden > kitchen & dining > kitchen tools & utensils > kitchen organizer > sugar caddy
sugar cane	food, beverages & tobacco > food item > vegetable > sugar cane   [WordNet has only non-goods senses]
sugar cane	food, beverages & tobacco > food item > vegetable > sugar cane   [WordNet has only non-goods senses]
sugar cane	food, beverages & tobacco > food item > vegetable > sugar cane   [WordNet has only non-goods senses]
sugar dispenser	home & garden > kitchen & dining > kitchen tools & utensils > sugar dispenser
sump sewage	hardware > hardware pump > sump sewage
suncatcher	home & garden > decor > suncatcher
sunglass lens	health & beauty > personal care > vision care > sunglass lens
sunlounger	furniture > outdoor furniture > outdoor seating > sunlounger
sunscreen applicator	health & beauty > personal care > cosmetics > cosmetic tool > skin care tool > sunscreen applicator
sunshade accessories	home & garden > lawn & garden > outdoor living > sunshade accessories
sunshade fabric	home & garden > lawn & garden > outdoor living > outdoor umbrella & sunshade accessories > sunshade fabric
supplement	animals & pet supplies > pet supplies > supplement   [WordNet has only non-goods senses]
supplement	animals & pet supplies > pet supplies > supplement   [WordNet has only non-goods senses]
supplement	animals & pet supplies > pet supplies > supplement   [WordNet has only non-goods senses]
supplement	animals & pet supplies > pet supplies > supplement   [WordNet has only non-goods senses]
supplies	mature > weapon > gun care & accessories > equipment > supplies
supplies	mature > weapon > gun care & accessories > equipment > supplies
supplies	mature > weapon > gun care & accessories > equipment > supplies
supplies	mature > weapon > gun care & accessories > equipment > supplies
supplies	mature > weapon > gun care & accessories > equipment > supplies
supply line	hardware > plumbing > supply line   [WordNet has only non-goods senses]
support band	apparel & accessories > clothing accessories > support band
surf leash	sporting goods > outdoor recreation > sport > surfing > surf leash
surf leash	sporting goods > outdoor recreation > sport > surfing > surf leash
surf leash	sporting goods > outdoor recreation > sport > surfing > surf leash
surf leash	sporting goods > outdoor recreation > sport > surfing > surf leash
surface cleaner	home & garden > household supplies > household cleaning supplies > household cleaning product > surface cleaner
surfboard case	sporting goods > outdoor recreation > sport > surfing > surfboard case
surfboard case	sporting goods > outdoor recreation > sport > surfing > surfboard case
surfboard case	sporting goods > outdoor recreation > sport > surfing > surfboard case
surfboard case	sporting goods > outdoor recreation > sport > surfing > surfboard case
surfboard fin	sporting goods > outdoor recreation > sport > surfing > surfboard fin
surfboard fin	sporting goods > outdoor recreation > sport > surfing > surfboard fin
surfboard fin	sporting goods > outdoor recreation > sport > surfing > surfboard fin
surfboard fin	sporting goods > outdoor recreation > sport > surfing > surfboard fin
surfboard wax	sporting goods > outdoor recreation > sport > surfing > surfboard wax
surfboard wax	sporting goods > outdoor recreation > sport > surfing > surfboard wax
surfboard wax	sporting goods > outdoor recreation > sport > surfing > surfboard wax
surfboard wax	sporting goods > outdoor recreation > sport > surfing > surfboard wax
surfing	sporting goods > outdoor recreation > sport > surfing   [WordNet has only non-goods senses]
surfing	sporting goods > outdoor recreation > sport > surfing   [WordNet has only non-goods senses]
surfing	sporting goods > outdoor recreation > sport > surfing   [WordNet has only non-goods senses]
surfing	sporting goods > outdoor recreation > sport > surfing   [WordNet has only non-goods senses]
surfing glove	sporting goods > outdoor recreation > sport > surfing > surfing glove
surfing glove	sporting goods > outdoor recreation > sport > surfing > surfing glove
surfing glove	sporting goods > outdoor recreation > sport > surfing > surfing glove
surfing glove	sporting goods > outdoor recreation > sport > surfing > surfing glove
surfing tail pad	sporting goods > outdoor recreation > sport > surfing > surfing tail pad
surfing tail pad	sporting goods > outdoor recreation > sport > surfing > surfing tail pad
surfing tail pad	sporting goods > outdoor recreation > sport > surfing > surfing tail pad
surfing tail pad	sporting goods > outdoor recreation > sport > surfing > surfing tail pad
surge protection device	electronics > electronics accessories > power > surge protection device
surge protection device	electronics > electronics accessories > power > surge protection device
surgical lubricant	health & beauty > health care > surgical lubricant
surgical needle	business & industrial > medical > medical instrument > surgical needle
surgical table	business & industrial > medical > medical furniture > surgical table
surround	hardware > plumbing > plumbing fixture hardware & parts > shower part > surround   [WordNet has only non-goods senses]
surveillance camera	cameras & optics > camera > surveillance camera
surveillance camera	cameras & optics > camera > surveillance camera
surveillance camera	cameras & optics > camera > surveillance camera
surveillance camera accessories	cameras & optics > camera & optic accessories > camera parts & accessories > surveillance camera accessories
surveillance camera lens	cameras & optics > camera & optic accessories > camera & video camera lenses > surveillance camera lens
surveying	business & industrial > construction > surveying   [WordNet has only non-goods senses]
sushi mat	home & garden > kitchen & dining > kitchen tools & utensils > sushi mat
suspenders	apparel & accessories > clothing accessories > suspenders
suspension trainer	sporting goods > exercise & fitness > suspension trainer
sustain pedal	arts & entertainment > hobbies & creative arts > musical instrument & orchestra accessories > musical keyboard accessories > sustain pedal
swaddling blanket	home & garden > linens & bedding > bedding > blanket > swaddling blanket
swaddling blanket	home & garden > linens & bedding > bedding > blanket > swaddling blanket
swaddling blanket	home & garden > linens & bedding > bedding > blanket > swaddling blanket
swaddling blanket	home & garden > linens & bedding > bedding > blanket > swaddling blanket
swim belt	sporting goods > outdoor recreation > sport > swimming > swim belt
swim belt	sporting goods > outdoor recreation > sport > swimming > swim belt
