name	wordnet	sumo	sumo_rel	schemaorg	yago	wikidata	opencyc	bfo	dolce	dul	gloss	origin
respite	15274074	TimeInterval	+								"a pause for relaxation; ""people actually accomplish more when they take time for short res"	base
response	06630852	NormativeAttribute	+								"the manner in which something is greeted; ""she did not expect the cold reception she recei"	base
responsibility	01129920	Obligation	=								"the social force that binds you to the courses of action demanded by that force; ""we must "	base
rest	04081044	Device	+								"a support on which things can be put; ""the gun was steadied on a special rest"""	base
rest-mass	05024931	MassMeasure	+								(physics) the mass of a body as measured when the body is at rest relative to an observer,	physics
restaurant	04081281	RestaurantBuilding	=	schema:Restaurant	Restaurant	Q11707					a building where people go to eat	base
restitution	00089351	Getting	+			Q166778					"getting something back again; ""upon the restitution of the book to its rightful owner the "	base
restraint	04882968	TraitAttribute	+				Mx4r42wRtr2pEdmAAAACs6hRjg				"discipline in personal and social activities; ""he was a model of polite restraint""; ""she n"	base
restraint.cognition	06247701	Obligation	+								"a rule or condition that limits freedom; ""legal restraints""; ""restraints imposed on import"	base
restriction	05846355	Obligation	+			Q1308999					"a principle that limits the extent of something; ""I am willing to accept certain restricti"	base
result	07292694	Broadcasting	+		Result						"something that results; ""he listened for the results on the radio"""	base
retailer	10525436	Position	+			Q12049274					a merchant who sells goods at retail	base
retaliation	01235258	ViolentContest	+			Q1712140	Mx4rwQrhb5wpEbGdrcN5Y29ycA				action taken in return for an injury or offense	base
retirement	00212205	Unemployed	+			Q946865					withdrawal from your position or occupation	base
return	00328015	Motion	+				Mx8NhB4rvcD6KJwpEbGdrcN5Y29ycB4rvVjU2JwpEbGdrcN5Y29ycB4rviMXGpwpEbGdrcN5Y29ycB4rvVjV2JwpEbGdrcN5Y29ycA				"the act of going back to a prior location; ""they set out on their return to the base camp"""	base
reverse	07475870	SubjectiveAssessmentAttribute	+								an unfortunate happening that hinders or impedes; something that is thwarting or frustrati	base
reversion	00346693	DirectionChange	+								turning in the opposite direction	base
review	00897811	EducationalProcess	+	schema:Review	Review		Mx4rvo-AZJwpEbGdrcN5Y29ycA				practice intended to polish performance or refresh the memory	base
review-periodical	06597758	Periodical	+								a periodical that publishes critical essays on current affairs or literature or art	base
reviewer	10526927	Position	+			Q10650082					someone who reads manuscripts and judges their suitability for publication	base
revival	01047338	Process	+								"bringing again into activity and prominence; ""the revival of trade""; ""a revival of a negle"	base
revolution	00962722	PoliticalRevolution	+				Mx4rvjMsT5wpEbGdrcN5Y29ycA				the overthrow of a government by those who are governed	base
reward	07166281	Requesting	+			Q4372150					the offer of money for helping to find a criminal or for returning lost property	base
rhetoric	06170498	FieldOfStudy	@			Q81009	Mx4rvFBHOjADQdicbvYcSMXghg				study of the technique and rules for using language effectively (especially in public spea	base
rhythm	07086518	SoundAttribute	+			Q170406					"the basic rhythmic unit in a piece of music; ""the piece has a fast rhythm""; ""the conductor"	base
rib	05279026	Rib	=			Q196672	Mx4rvVjNoZwpEbGdrcN5Y29ycA				any of the 12 pairs of curved arches of bone extending from the spine to or toward the ste	base
ribbon	04087899	ArtWork	+			Q6918773	Mx4rvgHi2pwpEbGdrcN5Y29ycA				notion consisting of a narrow strip of fine material used for trimming	base
ribbon-bow	02880308	Attaching	+								a decorative interlacing of ribbons	base
rice	07804323	RiceGrain	=		Rice	Q5090					grains used as food either unpolished or more often polished	base
rider	10529965	Position	+								a traveler who actively rides an animal (as a horse or camel)	base
ridge	09409752	MountainRange	+		Ridge	Q51051122	Mx4rv-vI_5wpEbGdrcN5Y29ycA				a long narrow range of hills	base
rifle	04090263	Rifle	=		Rifle	Q124072	Mx4rwQrhWpwpEbGdrcN5Y29ycA				"a shoulder firearm with a long barrel and a rifled bore; ""he lifted the rifle to his shoul"	base
right	04850341	NormativeAttribute	+							Right	"anything in accord with principles of justice; ""he feels he is in the right""; ""the rightfu"	base
right-ascension	08633191	AngleMeasure	+								(astronomy) the equatorial coordinate specifying the angle, measured eastward along the ce	physics
right-side	08625073	Right	=				Mx4re4iPGAlnQdiHe9YgqMENXw				location near or direction toward the right side; i.e. the side to the south when a person	base
right-to-vote	05186306	NormativeAttribute	+			Q185387					a legal right guaranteed by the 15th amendment to the US Constitution; guaranteed to women	base
right-wing	08416652	Group	+								those who support political or social or economic conservatism; those who believe that thi	base
rightful-claim	01061945	Ordering	+								"demand for something as rightful or due; ""they struck in support of their claim for a shor"	base
ring	04092609	Jewelry	+			Q46847	Mx4rvVkAPZwpEbGdrcN5Y29ycA				jewelry consisting of a circlet of precious metal (often set with jewels) worn on the fing	base
riot	01170502	Contest	+		Riot	Q124757					a public act of violence by an unruly mob	base
risk	00802238	SubjectiveAssessmentAttribute	+								"a venture undertaken without regard to possible loss or injury; ""he saw the rewards but no"	base
ritual	01027859	Ceremony	+		Ritual	Q189819	Mx4rvVjeRZwpEbGdrcN5Y29ycA				any customary observance or practice	base
river	09411430	River	=			Q4022	Mx4rvVkHM5wpEbGdrcN5Y29ycA				"a large natural stream of water (larger than a creek); ""the river was navigable for 50 mil"	base
road	04096066	Roadway	+		Road	Q34442					an open way (generally public) for travel or transportation	base
road-shoulder	04206948	LandTransitway	+			Q1408712					"a narrow edge of land (usually unpaved) along the side of a road; ""the car pulled off onto"	base
roadway	04335209	Roadway	+			Q1645474	Mx4rvyNjbZwpEbGdrcN5Y29ycA				the part of a thoroughfare between the sidewalks; the part of the thoroughfare on which ve	base
robbery	00781685	Robbing	+		Robbery	Q53706					larceny by threat of violence	base
rock	09416076	Rock	=								"a lump or mass of hard consolidated mineral matter; ""he threw a rock at me"""	base
rock-'n'-roll	07064715	RockAndRollMusic	=			Q11399					a genre of popular music originating in the 1950s; a blend of black rhythm-and-blues with 	base
rocket	04099429	Vehicle	+		Rocket	Q336382	Mx4rwQwoMJwpEbGdrcN5Y29ycA				any vehicle self-propelled by a rocket engine	base
roentgenogram	04100620	Icon	+								a radiogram made by exposing photographic film to X rays; used in medical diagnosis	base
role	00722061	IntentionalProcess	+	schema:Role	Role		Mx4rvViAA5wpEbGdrcN5Y29ycA	BFO_0000023		Role	"normal or customary activity of a person in a particular social setting; ""what is your rol"	base
role-model	10324851	SocialRole	+			Q1136974					"someone worthy of imitation; ""every child needs a role model"""	base
roll	04101232	ShapeAttribute	+								anything rolled up in cylindrical form	base
roof	04105068	Roof	=			Q83180	Mx4rvVj3iJwpEbGdrcN5Y29ycA				a protective covering that covers or forms the top of a building	base
room	04105893	Room	=	schema:Room	Room	Q180516					"an area within a building enclosed by walls and floor and ceiling; ""the rooms were very sm"	base
rootage	08507558	Entity	+								"the place where something begins, where it springs into being; ""the Italian beginning of t"	base
rope	04108268	String	+			Q31029	Mx4rvVixRZwpEbGdrcN5Y29ycA				a strong line	base
rose	12620196	FloweringPlant	+			Q34687					any of many shrubs of the genus Rosa that bear roses	base
roster	06495000	Text	+								"a list of names; ""his name was struck off the rolls"""	base
rotary-motion	00342028	Rotating	+			Q107617					"the act of rotating as if on an axis; ""the rotation of the dancer kept time with the music"	base
rotation	07440979	DirectionChange	+			Q107617					"a single complete turn (axial or orbital); ""the plane made three rotations before it crash"	base
route	08616311	Transitway	+			Q545034	Mx4rvuh8yZwpEbGdrcN5Y29ycA				an established line of travel or access	base
routine	01026482	Procedure	=				Mx4rvVicxJwpEbGdrcN5Y29ycA				an unvarying or habitual method or procedure	base
row	08431437	LineFormation	=			Q1366302	Mx4rwPzkD5wpEbGdrcN5Y29ycA				"an arrangement of objects or people side by side in a line; ""a row of chairs"""	base
royal-court	08051946	NationalGovernment	=			Q1134237					the sovereign and his advisers who are the governing power of a state	base
royalty	08153437	FamilyGroup	+								"royal persons collectively; ""the wedding was attended by royalty"""	base
royalty-payment	13257982	CurrencyMeasure	+								payment to the holder of a patent or copyright or resource for the right to use their prop	base
rubbish	14857497	SubjectiveAssessmentAttribute	+								worthless material that is to be disposed of	base
rug	04118021	Clothing	+			Q163446	Mx4rwP1cMpwpEbGdrcN5Y29ycA				floor covering consisting of a piece of thick heavy fabric (usually with nap or pile)	base
rugby	00470966	Rugby	=			Q5378					a form of football played with an oval ball	base
ruin	04118635	StationaryArtifact	+			Q109607					"a ruined building; ""they explored several Roman ruins"""	base
rule	05846054	DeonticAttribute	=								"a principle or condition that customarily governs behavior; ""it was his rule to take a wal"	base
rule.cognition	05846932	Procedure	+			Q976981					"(mathematics) a standard procedure for solving a class of mathematical problems; ""he deter"	base
rule.time	15295416	TimeInterval	+								"the duration of a monarch's or government's power; ""during the rule of Elizabeth"""	base
ruler	04118776	Device	+			Q104555	Mx4rwPvAYJwpEbGdrcN5Y29ycA				measuring stick consisting of a strip of wood or metal or plastic with a straight edge tha	base
rumor	07223450	HistoricalAccount	+			Q878352	Mx4rwCOcy5wpEbGdrcN5Y29ycA				gossip (usually a mixture of truth and untruth) passed around by word of mouth	base
rung	04119892	Object	+				Mx4rx3oirL8YEdmAAAACs6hRjg				a crosspiece between the legs of a chair	base
runner	10542888	Human	+			Q12803959					a trained athlete who competes in foot races	base
rural-area	08644722	GeographicArea	+		Rural_area	Q175185					"an area outside of cities and towns; ""his poetry celebrated the slower pace of life in the"	base
sacrifice	00227595	Killing	+			Q179723	Mx4rlD_CqC_9QdiVyK6A1Bptjg				the act of killing (an animal or person) in order to propitiate a deity	base
safety	14538472	SubjectiveAssessmentAttribute	+			Q47471313					the state of being certain that adverse effects will not be caused by some agent under def	base
sail	04127904	Sail	=			Q25999	Mx4rvgESHJwpEbGdrcN5Y29ycA				a large piece of fabric (usually canvas fabric) by means of which wind is used to propel a	base
sailor	10546633	Sailor	=			Q707995	Mx4rvVic85wpEbGdrcN5Y29ycA				any member of a ship's crew	base
salad	07806221	Food	+		Salad	Q9266	Mx4rvViX8ZwpEbGdrcN5Y29ycA				food mixtures either arranged on a plate or tossed and served with a moist dressing; usual	base
sale	01114824	Selling	+			Q194189					"a particular instance of selling; ""he has just made his first sale""; ""they had to complete"	base
sales-talk	07248653	Directing	+								promotion by means of an argument and demonstration	base
salesclerk	10548227	SalesPosition	+								a salesperson in a store	base
salmon	02534734	Salmon	=			Q2796766	Mx4rvVi87pwpEbGdrcN5Y29ycA				any of various large food and game fishes of northern waters; usually migrate from salt to	base
salon	04131208	BarberShops	=			Q1195245					a shop where hairdressers and beauticians work	base
salt	07813107	Food	+		Salt	Q11254	Mx4rvVi_VZwpEbGdrcN5Y29ycA				white crystalline form of especially sodium chloride used to season and preserve food	base
salvation	14539165	SubjectiveAssessmentAttribute	+				Mx4rf3--87ctEdmFRAACs6hRjg				the state of being saved or preserved from harm	base
sample	05821775	Entity	+			Q136704469	Mx4rv2GNWpwpEbGdrcN5Y29ycA				a small part of something intended as representative of the whole	base
sanctuary	04133648	GeographicArea	+		Sanctuary	Q382736					a consecrated place where sacred objects are kept	base
sand	15019030	Sand	=			Q34679	Mx4rvViFf5wpEbGdrcN5Y29ycA				a loose material consisting of grains of rock or coral	base
sandal	04133789	Shoe	+		Sandal	Q131704	Mx4rvViPKZwpEbGdrcN5Y29ycA				a shoe consisting of a sole fastened by straps to the foot	base
sarcasm	06777164	SubjectiveAssessmentAttribute	+			Q128758					"witty language used to convey insults or scorn; ""he used sarcasm to upset his opponent""; """	base
satellite	04137444	ArtificialSatellite	+		Satellite	Q26540					man-made equipment that orbits around the earth or the moon	base
satisfaction	07531255	Satisfaction	=			Q352126	Mx4rvVi97ZwpEbGdrcN5Y29ycA				"the contentment one feels when one has fulfilled a desire, need, or expectation; ""the chef"	base
sauce	07829412	PreparedFood	+		Sauce	Q178359	Mx4rvVirapwpEbGdrcN5Y29ycA				flavorful relish or dressing or topping served as an accompaniment to food	base
sausage	07675627	PreparedFood	+		Sausage	Q131419	Mx4rWGjnAAvMEd2AAAACs6hRXg				highly seasoned minced meat stuffed in casings	base
saying	07151380	LinguisticExpression	+		Saying						"a word or phrase that particular people use in particular situations; ""pardon the expressi"	base
scab	10554455	Position	+			Q1340502					someone who works (or provides workers) during a strike	base
scale	01902877	BodyPart	+			Q6382773					a flattened rigid plate forming part of the body covering of many animals	base
scale-of-measurement	13850304	UnitOfMeasure	+				Mx4rYBvB-scWEdmAAAACs6hRjg				"an ordered reference standard; ""judging on a scale of 1 to 10"""	base
scandal	07306252	SubjectiveAssessmentAttribute	+		Scandal	Q192909					a disgraceful event	base
scenario	06756111	Supposition	+				Mx4rd2GdtD0jQdedI9bcMzwxOw				"a postulated sequence of possible events; ""planners developed several scenarios in case of"	base
scene	07009808	PerformanceAct	+								"a subdivision of an act of a play; ""the first act has three scenes"""	base
schedule	06495328	Text	+	schema:Schedule		Q7271585					an ordered list of times at which things are planned to occur	base
scheduling-conflict	04714679	SubjectiveAssessmentAttribute	+								"an incompatibility of dates or events; ""he noticed a conflict in the dates of the two meet"	base
schema	05927813	Plan	+			Q2233172					an internal representation of the world; an organization of concepts and actions that can 	base
schism	00386676	SocialInteraction	+		Schism	Q41521					"division of a group into opposing factions; ""another schism like that and they will wind u"	base
scholar	10557854	Profession	+				Mx8NhB4rcacO5KgcQdidVfCUDYB6bg-HU2Nob2xhch4rvVii2ZwpEbGdrcN5Y29ycA-kZjE1ZGRjZDgtMzZhNy00MWRhLTliYjAtYmZkN2Q5ZGJkMmFi				a learned person (especially in the humanities); someone who by long study has gained mast	base
scholarly-paper	06269956	Article	+								"a scholarly article describing the results of observations or stating hypotheses; ""he has "	base
scholarship	13266170	Scholarship	+		Scholarship	Q188823	Mx4rvZcrK5wpEbGdrcN5Y29ycA				financial aid provided to a student on the basis of academic merit	base
school	08276720	School	=	schema:School	School	Q3914	Mx4r3np2ODTxEdqAAAAH6RYvSQ				"an educational institution; ""the school was founded in 1900"""	base
school-class	08238463	GroupOfPeople	=			Q18204					"a body of students who are taught together; ""early morning classes are always sleepy"""	base
school-term	15225249	TimeInterval	+								"the time during which a school holds classes; ""they had to shorten the school term"""	base
schoolchild	10559288	SocialRole	+								a young person attending school (up through senior high school)	base
schoolhouse	04146050	School	+								"a building where young people receive education; ""the school was built in 1932""; ""he walke"	base
science	05999797	Science	+		Science	Q336					"a particular branch of scientific knowledge; ""the science of genetics"""	base
scientific-principle	05874232	Proposition	+								"a rule or law concerning a natural phenomenon or the function of a complex system; ""the pr"	base
scientific-theory	05993844	Proposition	+		Scientific_theory		Mx4rvuGJ3ZwpEbGdrcN5Y29ycA				"a theory that explains scientific observations; ""scientific theories must be falsifiable"""	physics
scientist	10560637	Scientist	=		Scientist	Q901	Mx4rvVj755wpEbGdrcN5Y29ycA				a person with advanced knowledge of one or more sciences	base
scintillation	11506349	RadiatingVisibleLight	+								(physics) a flash of light that is produced in a phosphor when it absorbs a photon or ioni	physics
scope	05125377	SubjectiveAssessmentAttribute	+				Mx4r0EVLwmEYEdaOHQACs0uFOQ				"an area in which something acts or operates or has power or control: ""the range of a super"	base
score	13594585	ConstantQuantity	+			Q522344					a number that expresses the accomplishment of a team or an individual in a game or contest	base
scored-goal	00187337	Score	+			Q18530					"a successful attempt at scoring; ""the winning goal came with less than a minute left to pl"	base
scrap	04150668	CorpuscularObject	+			Q1378670					"a small piece of something that is left over after the rest has been used; ""she jotted it "	base
scratch	04693900	ShapeAttribute	+								an indication of damage	base
screen	04151940	Device	+								"a covering that serves to conceal or shelter something; ""a screen of trees afforded privac"	base
screen-netting	04151581	Device	+								"a protective covering consisting of netting; can be mounted in a frame; ""they put screens "	base
screw	04153751	Screw	+			Q11022					a fastener with a tapered threaded shank and a slotted head	base
script	06351613	Orthography	+			Q63801299	Mx4rv_6Ke5wpEbGdrcN5Y29ycA				a particular orthography or writing system	base
sculpture	04157320	Sculpture	+	schema:Sculpture	Sculpture	Q11634	Mx4rvVis2pwpEbGdrcN5Y29ycA				a three-dimensional work of plastic art	base
sea	09426788	Sea	=			Q165	Mx4rvVjMf5wpEbGdrcN5Y29ycA				a division of an ocean or a large body of salt water partially enclosed by land	base
seal	02076196	Carnivore	+			Q30263	Mx4rvViI9pwpEbGdrcN5Y29ycA				any of numerous marine mammals that come on shore to breed; chiefly of cold regions	base
seal-stamp	06855985	ContentBearingObject	+			Q17098680					"a stamp affixed to a document (as to attest to its authenticity or to seal it); ""the warra"	base
seaport	08639058	PortFacility	=			Q283202					a sheltered port where ships can take on or discharge cargo	base
search	00637354	Investigating	=								"an investigation seeking answers; ""a thorough search of the ledgers revealed nothing""; ""th"	base
seashore	09428293	Seacoast	=			Q93352					the shore of a sea or ocean	base
season	15236475	SeasonOfYear	+	schema:Season	Season						one of the natural periods into which the year is divided by the equinoxes and solstices o	base
seat	04161981	Seat	=	schema:Seat	Seat	Q2207370					"furniture that is designed for sitting on; ""there were not enough seats for all the guests"	base
seating-place	08647616	Region	+								"a space reserved for sitting (as in a theater or on a train or airplane); ""he booked their"	base
sec	15235126	SecondDuration	=			Q11574					1/60 of a minute; the basic unit of time adopted under the Systeme International d'Unites	base
second	13846546	ListOrderFn	+			Q11574	Mx4rvViCPpwpEbGdrcN5Y29ycA				"following the first in an ordering or series; ""he came in a close second"""	base
secrecy	04652177	TraitAttribute	+			Q1503443					the trait of keeping things secret	base
secret	06673142	SubjectiveAssessmentAttribute	+				Mx4r0EUkuWEYEdaOHQACs0uFOQ				something that should remain hidden from others (especially information that is not to be 	base
secret-plan	05907682	Plan	+								"a secret scheme to do something (especially something underhand or illegal); ""they concoct"	base
secretary	10569744	ClericalSecretary	=			Q80687	Mx4rvVjKbJwpEbGdrcN5Y29ycA				an assistant who handles correspondence and clerical work for a boss or an organization	base
secretion	05404728	BodySubstance	+								a functionally specialized substance (especially one that is not a waste) released from a 	base
section	04164989	Artifact	+			Q1931107					"one of several parts or pieces that fit with others to constitute a whole object; ""a secti"	base
section-title	06346461	Text	+								"a general or descriptive heading for a section of a written work; ""the novel had chapter t"	base
sector	05853100	Attribute	+			Q2346003					"a particular aspect of life or activity; ""he was helpless in an important sector of his li"	base
security-system	04165945	SecurityDevice	+				Mx4rvVjm5JwpEbGdrcN5Y29ycA				an electrical device that sets off an alarm when someone tries to break in	base
sediment	09428967	Substance	+			Q180184	Mx4rwSxfpJwpEbGdrcN5Y29ycA				matter that has been deposited by some natural process	base
seed	13135832	Seed	=			Q40763	Mx4rvVirwpwpEbGdrcN5Y29ycA				a small hard fruit	base
seeded-player	10575463	SocialRole	+								one of the outstanding players in a tournament	base
selection	08399818	Collection	+			Q12888920					"an assortment of things from which a choice can be made; ""the store carried a large select"	base
self	05675601	CognitiveAgent	=			Q3236990					your consciousness of your own identity	base
self-control	04862005	PsychologicalAttribute	+								the trait of resolutely controlling your own behavior	base
seller	10577284	Position	+			Q1900657					someone who promotes or exchanges goods or services for money	base
selling	01117541	Selling	=								"the general activity of selling; ""they tried to boost sales""; ""laws limit the sale of hand"	base
semblance	05939636	False	+								an erroneous mental representation	base
seminar	00892145	EducationalProcess	+		Seminar		Mx4rvtsTA5wpEbGdrcN5Y29ycA				a course offered for a small group of advanced students	base
senior	10579062	CollegeSenior	=								an undergraduate student during the year preceding graduation	base
sensation	14037480	EmotionalState	+			Q3955369					"a state of widespread public excitement and interest; ""the news caused a sensation"""	base
sense	05651971	PsychologicalAttribute	+			Q173253					"the faculty through which the external world is apprehended; ""in the dark he had to depend"	base
sense-of-touch	05655119	BiologicalAttribute	+								the faculty by which external objects or forces are perceived through contact with the bod	base
sensitivity	07512465	PsychologicalAttribute	+								sensitivity to emotional feelings (of self and others)	base
sentence	06285090	Sentence	=			Q2509500	Mx4rv5ddsJwpEbGdrcN5Y29ycA				"a string of words satisfying the grammatical rules of a language; ""he always spoke in gram"	base
sentiment	07481951	EmotionalState	+								tender, romantic, or nostalgic feeling or emotion	base
separation	01201021	Declaring	+								"the social act of separating or parting company; ""the separation of church and state"""	base
sequence	08459252	List	+								"serial arrangement in which things follow in logical order or a recurrent pattern; ""the se"	base
serial	06621447	BroadcastProgram	+			Q2217301					"a serialized set of programs; ""a comedy series""; ""the Masterworks concert series"""	base
series	06593803	Periodical	=	schema:Series		Q170198					a periodical that appears at scheduled times	base
sermon	07243837	Sermon	+		Sermon	Q60797	Mx4rwQrpW5wpEbGdrcN5Y29ycA				an address of a religious nature (usually delivered during a church service)	base
servant	10582154	ServicePosition	+			Q54128	Mx4rZBPDtjDbQdiHtrOtrbgLwQ				a person working in the service of another (especially in the household)	base
service	01209576	Cooperation	+	schema:Service	Service	Q7406919					"an act of help or assistance; ""he did them a service"""	base
service-department	03416640	Corporation	+								a repair shop where cars and trucks are serviced and repaired	base
session	01232091	Meeting	+								"a meeting devoted to a particular activity; ""a filming session""; ""a gossip session"""	base
set	07996689	Collection	+				Mx4rvl2en5wpEbGdrcN5Y29ycA		set		"a group of things of the same kind that belong together and are so used; ""a set of books"";"	base
setting	14513259	Region	+				Mx8NhB4rvcD6KJwpEbGdrcN5Y29ycB4ro3lluGJHQdiVxrZReHS-jR4rvVjVnpwpEbGdrcN5Y29ycB4rvjJE4ZwpEbGdrcN5Y29ycA				"the state of the environment in which a situation exists; ""you can't do that in a universi"	base
settlement	08672562	City	+			Q486972					an area where a group of families live together	base
settler-colony	08374049	Group	+			Q133156					a body of people who settle far from home but maintain ties with their homeland; inhabitan	base
severity	05094565	SubjectiveAssessmentAttribute	+				Mx4rkUWNVi_6QdiFL4pmQa1Z_Q				"the seriousness of something (e.g., a burn or crime); ""murder in the second degree""; ""a se"	base
sex	05006898	SexAttribute	=				Mx4r5D3_dJCRQdeCo8EDjUMHoA				"the properties that distinguish organisms on the basis of their reproductive roles; ""she d"	base
shackle	04181228	Device	+			Q1478548					a restraint that confines or restricts freedom (especially something used to tie down or r	base
shadow	13984944	Unilluminated	=			Q160020	Mx4rwQCHPZwpEbGdrcN5Y29ycA				shade within clear boundaries	base
shaft	04182322	Artifact	+			Q309383	Mx4rvVjoN5wpEbGdrcN5Y29ycA				a long rod or pole (especially the handle of an implement or the body of a weapon like a s	base
shame	07506569	Shame	=			Q152282	Mx4rvVii0pwpEbGdrcN5Y29ycA				a painful emotion resulting from an awareness of inadequacy or guilt	base
shape	00027807	ShapeAttribute	=		Shape	Q1211071					"the spatial arrangement of something as distinct from its substance; ""geometry is the math"	base
share	13342135	Share	=			Q11692					any of the equal portions into which the capital stock of a corporation is divided and own	base
share-capital	13333833	Stock	=								the capital raised by a corporation through the issue of shares entitling holders to an ow	base
share-of-profits	13289159	Entity	+								"a share of the profits; ""everyone got a cut of the earnings"""	base
shark	01482330	Fish	+			Q7372	Mx4rwP1mpZwpEbGdrcN5Y29ycA				any of numerous elongate mostly marine carnivorous fishes with heterocercal caudal fins an	base
shear	11506738	Cutting	=			Q7492174					(physics) a deformation of an object in which parallel planes remain parallel but are shif	physics
sheep	02411705	Sheep	=			Q22724	Mx4rvVjk95wpEbGdrcN5Y29ycA				woolly usually horned ruminant mammal related to the goat	base
sheet	04188179	BedLinen	=			Q391788					bed linen consisting of a large rectangular piece of cotton or linen cloth; used in pairs	base
shelf	04190052	Shelf	+			Q45242859	Mx4rvVjY_5wpEbGdrcN5Y29ycA				a support that consists of a horizontal surface for holding objects	base
shell	01904182	AnimalShell	=			Q318028					the hard largely calcareous covering of a mollusc or a brachiopod	base
shelter	04192238	Building	+			Q772298					temporary housing for homeless or displaced persons	base
shield	04192858	Clothing	+		Shield	Q131559	Mx4rHleUzB7RQdiXb7W6xto9dw				a protective covering or structure	base
shift	15291801	TimeInterval	+			Q99737532					the time period during which you are at work	base
ship	04194289	WaterVehicle	=		Ship	Q11446	Mx4rvVirIJwpEbGdrcN5Y29ycA				a vessel that carries passengers or freight	base
shirt	04197391	Shirt	=		Shirt	Q76768	Mx4rvViBOZwpEbGdrcN5Y29ycA				a garment worn on the upper half of the body	base
shock	07510625	Surprise	+			Q268594					the feeling of distress and disbelief that you have when something bad happens accidentall	base
shoe	04199027	Shoe	=		Shoe	Q22676	Mx4rvVik6JwpEbGdrcN5Y29ycA				footwear shaped to fit the foot (below the ankle) with a flexible upper of leather or plas	base
shooting	00122661	Shooting	=		Shooting	Q206989					"the act of firing a projectile; ""his shooting was slow but accurate"""	base
shop	04202417	RetailStore	=			Q216107	Mx4rwINmxZwpEbGdrcN5Y29ycA				"a mercantile establishment for the retail sale of goods or services; ""he bought it at a sh"	base
shopping	00081836	Pursuing	+			Q830036	Mx4rvViBfJwpEbGdrcN5Y29ycA				"searching for or buying goods or services; ""went shopping for a reliable plumber""; ""does h"	base
short-circuit	04204755	ElectricalCircuit	+								accidental contact between two points in an electric circuit that have a potential differe	base
short-letter	06626286	Letter	+								"a short personal letter; ""drop me a line when you get there"""	base
short-pants	04205318	Trousers	+								trousers that end at or above the knee	base
shot	06614729	MotionPictureShot	=			Q278938					a consecutive series of pictures that constitutes a unit of action in a film	base
shoulder	05548840	Shoulder	=			Q16363					the part of the body between the neck and the upper arm	base
show	06619065	Performance	+								"a social event involving a public performance or entertainment; ""they wanted to see some o"	base
shower	04208936	Shower	=			Q7863	Mx4rvVib_pwpEbGdrcN5Y29ycA				"a plumbing fixture that sprays water over you; ""they installed a shower in the bathroom"""	base
shrub	13112664	Shrub	+			Q42295					a low woody perennial plant usually having several major stems	base
side	08510666	Object	+				Mx4rwPSHP5wpEbGdrcN5Y29ycA				"a surface forming part of the outside of an object; ""he examined all sides of the crystal"""	base
sidewalk	04215402	Sidewalk	=		Sidewalk	Q177749	Mx4rvViJZ5wpEbGdrcN5Y29ycA				walk consisting of a paved area for pedestrians; usually beside a street or roadway	base
siege	01075117	MilitaryAssault	+		Siege	Q188055					the action of an armed force that surrounds a fortified place and isolates it while contin	base
sieve	04216634	Device	+			Q381155					a strainer for separating lumps from powdered material or grading particles	base
sight	05654362	BiologicalAttribute	+			Q558363	Mx4rvH2AMOfMQdeIqaVk6xUfsA				the ability to see; the visual faculty	base
sign	06646243	Icon	+			Q3695082	Mx4rTnpyYhJYEd2AAADggVfs8g				a perceptible indication of something not immediately apparent (as a visible clue that som	base
sign-language-sign	06876144	BodyMotion	+								a gesture that is part of a sign language	base
sign-of-the-zodiac	08685677	Region	+			Q1795024	Mx4rt02KDnSxEdaAAACgyZzFrg				(astrology) one of 12 equal areas into which the zodiac is divided	base
signal	06791372	Icon	+		Signal	Q174984	Mx4rvVjJhJwpEbGdrcN5Y29ycA				"any nonverbal action or gesture that encodes a message; ""signals from the boat suddenly st"	base
signature	06404582	ContentBearingObject	+			Q188675	Mx4rvVjNKpwpEbGdrcN5Y29ycA				your name written in your own handwriting	base
signboard	04217882	Sign	=			Q1211272					"structure displaying a board on which advertisements can be posted; ""the highway was lined"	base
signified	06602472	Proposition	=								the meaning of a word or expression; the way in which a word or expression or situation ca	base
silence	04982207	SoundAttribute	+			Q502261					"the absence of sound; ""he needed silence in order to sleep""; ""the street was quiet"""	base
silk	04219424	Silk	+			Q37681	Mx4rvgH4KpwpEbGdrcN5Y29ycA				a fabric made from the fine threads produced by certain insect larvae	base
silver	14654954	Silver	=			Q1090					a soft white precious univalent metallic element having the highest electrical and thermal	base
silver-screen	04152829	ProjectionScreen	+			Q176005					a white or silvered surface where pictures can be projected for viewing	base
similarity	04743605	SubjectiveAssessmentAttribute	+			Q254465					the quality of being similar	base
simplicity	04766059	SubjectiveAssessmentAttribute	+								"the quality of being simple or uncompounded; ""the simplicity of a crystal"""	base
sin	00757080	SubjectiveAssessmentAttribute	+			Q217420					an act that is regarded by theologians as a transgression of God's will	base
singer	10599806	Musician	+		Singer	Q177220	Mx4rvVjiz5wpEbGdrcN5Y29ycA				a person who sings	base
single-file	08428756	Collection	+			Q1424777					a line of persons or things ranged one behind the other	base
sink	04223580	WashBasin	+			Q140565					plumbing fixture consisting of a water basin fixed to a wall or floor and having a drainpi	base
