name	wordnet	sumo	sumo_rel	schemaorg	yago	wikidata	gpt	opencyc	bfo	dolce	dul	gloss	origin
surrender	07542433	Despair	+			Q3769366		Mx4rvV4LYJwpEbGdrcN5Y29ycA				acceptance of despair	base
surrogate	10680153	SocialRole	+			Q29863201						someone who takes the place of another person	base
surroundings	08568256	Region	+									"the context and environment in which something is set; ""the perfect setting for a ghost st"	base
survival	13563746	Process	+			Q721322						a natural process resulting in the evolution of organisms best adapted to the environment	base
survivor	10681060	SocialRole	+			Q6136036		Mx4rq3lF1hlJQdiNGqwKMsLw5A				"one who outlives another; ""he left his farm to his survivors"""	base
suspect	10681383	SocialRole	+			Q224952						someone who is under suspicion	base
suspense-account	13408776	WealthFn	+									an account used temporarily to carry doubtful receipts and disbursements or discrepancies 	economics
suture	04367205	Device	+			Q17148674	499935b	Mx4rwP1TTZwpEbGdrcN5Y29ycA				thread of catgut or silk or wire used by surgeons to stitch tissues together	base
swab	04367746	Device	+									implement consisting of a small piece of cotton that is used to apply medication or cleans	base
swap-finance						Q1136583							economics
sweat-equity	13333546	PropertyFn	+			Q7654189						interest in a building that a tenant earns by contributing to its renovation or maintenanc	economics
sweater	04370048	Clothing	+			Q232191		Mx4rvVkBipwpEbGdrcN5Y29ycA				a crocheted or knitted garment covering the upper part of the body	base
sweatshirt	04370456	Clothing	+			Q19968163		Mx4rvVjwpJwpEbGdrcN5Y29ycA				cotton knit pullover with long sleeves worn during athletic activity	base
sweet-potato	07712063	SweetPotatoTuber	=			Q37937	6585	Mx4rwQCBRpwpEbGdrcN5Y29ycA				the edible tuberous root of the sweet potato vine which is grown widely in warm regions of	base
sweetener	07858595	PreparedFood	+			Q626292	503734b	Mx4rvVj2e5wpEbGdrcN5Y29ycA				something added to foods to make them taste sweeter	base
swimming-pool	04371225	SwimmingPool	=		Swimming_pool	Q785952	2810	Mx4r8amwYGj-EdaeaQACs0uFOQ				"pool that provides a facility for swimming; ""`swimming bath' is a British term"""	base
swimwear	04371563	Clothing	+			Q212989	5409	Mx4rvYfSh5wpEbGdrcN5Y29ycA				tight fitting garment worn for swimming	base
swing	00327824	Motion	+			Q188688	560b	Mx4rwQxGhpwpEbGdrcN5Y29ycA				changing location by moving back and forth	base
switch	00196084	Substituting	+				499944b					"the act of changing one thing or position for another; ""his switch on abortion cost him th"	base
swivel	04373563	EngineeringComponent	+			Q1994071	7222b					a coupling (as in a chain) that has one end that turns on a headed pin	base
sword	04373894	Sword	+		Sword	Q274556	3666	Mx4rvVj_15wpEbGdrcN5Y29ycA				a cutting or thrusting weapon that has a long metal blade and a hilt with a hand guard	base
syllable	06304671	Syllable	=									"a unit of spoken language larger than a phoneme; ""the word `pocket' has two syllables"""	base
symbol	06806469	Character	=		Symbol	Q80071						an arbitrary sign (written or printed) that has acquired a conventional significance	base
sympathetic-concern	07504841	Concern	=									"a feeling of sympathy for someone or something; ""She felt strong concern for those less fo"	base
sympathy	06199142	IntentionalRelation	+					Mx4rvVive5wpEbGdrcN5Y29ycA				"an inclination to support or be loyal to or to agree with an opinion; ""his sympathies were"	base
symptom	14299637	PathologicProcess	+			Q169872		Mx4rLvFXyp9oEdyAAAATco72kA				(medicine) any sensation or change in bodily function that is experienced by a patient and	base
syndication	01115348	Selling	+									selling (an article or cartoon) for publication in many magazines or newspapers at the sam	economics
syndrome	14304060	PathologicProcess	+		Syndrome	Q179630		Mx4rv7sZaZwpEbGdrcN5Y29ycA				a pattern of symptoms indicative of some disease	base
syringe	04376876	Device	+			Q273318	499696b					a medical instrument used to inject or withdraw fluids	base
syrup	07859583	PreparedFood	+			Q6584340	4943	Mx4rwQrohJwpEbGdrcN5Y29ycA				a thick sweet sticky liquid	base
system	08435388	Collection	+		System		1763a	Mx4rv9Xu1ZwpEbGdrcN5Y29ycA				"a group of independent but interrelated elements comprising a unified whole; ""a vast syste"	base
system-instrumentality	04377057	PhysicalSystem	=									instrumentality that combines interrelated interacting artifacts designed to work as a coh	base
table	04379964	Table	+	schema:Table		Q14748	5169b					"a piece of furniture with tableware for a meal laid out on it; ""I reserved a table at my f"	base
table-furniture	04379243	Table	=		Table_(furniture)	Q14748						a piece of furniture having a smooth flat top that is usually supported by one or more ver	base
table-knife	04380346	Device	+			Q3130638	3844	Mx4rvVimGZwpEbGdrcN5Y29ycA				a knife used for eating at dining table	base
table-saw	04380916	Device	+				3706	Mx4r1c3PR2aaEdaeTwACs0uFOQ				a circular saw mounted under a table or bench so that the blade of the saw projects up thr	base
tablecloth	04380143	Fabric	+			Q536168	4143	Mx4rwP1GUZwpEbGdrcN5Y29ycA				a covering spread over a dining table	base
tableware	04381994	Tableware	=		Tableware	Q851782	672					articles for use at the table (dishes and silverware and glassware)	base
tabular-array	08266235	ContentBearingObject	+			Q496946						"a set of data arranged in rows and columns; ""see table 1"""	base
tack	04383130	Nail	+			Q950799	949a					a short nail with a sharp point and a large head	base
tactic	05905152	Plan	+									a plan for attaining a particular goal	base
tag	04045941	Fabric	+			Q46146955	960b	Mx4rv_LHuZwpEbGdrcN5Y29ycA				a small piece of cloth or paper	base
tahini	07858484	PreparedFood	+			Q383389	4692					a thick Middle Eastern paste made from ground sesame seeds	base
tail	02157557	Tail	=			Q60960						the posterior part of the body of a vertebrate especially when elongated and extending bey	base
take-home-pay	13280992	CurrencyMeasure	+									what is left of your pay after deductions for taxes and dues and insurance etc	economics
talk	07135734	Speaking	+									"an exchange of ideas via conversation; ""let's have more work and less talk around here"""	base
tamarindo	07764630	TamarindFruit	=				6698					large tropical seed pod with very tangy pulp that is eaten fresh or cooked with rice and f	base
tambourine	04387400	Drum	+			Q193666	2515	Mx4rvWYSpZwpEbGdrcN5Y29ycA				a shallow drum with a single drumhead and with metallic disks in the sides	base
tampon	04388162	Device	+			Q976338	2564	Mx4rwQCDwZwpEbGdrcN5Y29ycA				plug of cotton or other absorbent material; inserted into wound or body cavity to absorb e	base
tan	14290534	Injuring	+			Q1670336		Mx4r2sRPdHS-EdaAAACgyZzFrg				a browning of the skin resulting from exposure to the rays of the sun	base
tangelo	07748574	FruitOrVegetable	+			Q1757759	6697					large sweet juicy hybrid between tangerine and grapefruit having a thick wrinkled skin	base
tank	04389033	MilitaryTank	=		Tank	Q12876	502975b	Mx4rwQB8vpwpEbGdrcN5Y29ycA				an enclosed armored military vehicle; has a cannon and moves on caterpillar treads	base
tank-top	04390577	Shirt	+									a tight-fitting sleeveless shirt with wide shoulder straps and low neck and no front openi	base
tankage	00812055	Keeping	+									the act of storing in tanks	economics
tankage-charge	13326103	CurrencyMeasure	+									the charge for storing something in tanks	economics
tape	04391569	Tape	=				7306b	Mx4rwQBeS5wpEbGdrcN5Y29ycA				"a long thin piece of cloth or paper as used for binding or fastening; ""he used a piece of "	base
tape-drive	04392764	Device	+				385					a mechanism that transports magnetic tape across the read/write heads of a tape playback/r	base
tape-recording	04391838	Recording	+					Mx4rvVkIepwpEbGdrcN5Y29ycA				"a recording made on magnetic tape; ""the several recordings were combined on a master tape"""	base
tapeline	04392113	Device	+			Q214649						measuring instrument consisting of a narrow strip (cloth or metal) marked in inches or cen	base
tapenade	07858336	PreparedFood	+			Q129031	6784					a spread consisting of capers and black olives and anchovies made into a puree with olive 	base
tare	13275137	MassMeasure	+									an adjustment made for the weight of the packaging in order to determine the net weight of	economics
target	07262108	Device	+			Q1047579		Mx4rvViogpwpEbGdrcN5Y29ycA				"a reference point to shoot at; ""his arrow hit the mark"""	base
tariff	13315999	DutyTax	=			Q52389		Mx4rwRKVWZwpEbGdrcN5Y29ycA				"a government tax on imports or exports; ""they signed a treaty to lower duties on trade bet"	base
taro-root	07736813	TaroTuber	=			Q227997	6704					tropical starchy tuberous root	base
tarp	04395024	Fabric	+			Q5347026	4988					waterproofed canvas	base
tart	07623664	PreparedFood	+			Q1142483	5749b					a pastry cup with a filling of fruit or custard and no top crust	base
tartar-sauce	07831450	PreparedFood	+			Q348947	6783	Mx4rwIj5x5wpEbGdrcN5Y29ycA				mayonnaise with chopped pickles and sometimes capers and shallots and parsley and hard-coo	base
tassel	04395201	Artifact	+			Q1194132	6255b	Mx4rwQCT8ZwpEbGdrcN5Y29ycA				adornment consisting of a bunch of cords fastened at one end	base
taste	05658226	BiologicalAttribute	+			Q124794		Mx4rpisE_MsJEdmAAAACs6hRjg				"the faculty of distinguishing sweet, sour, bitter, and salty properties in the mouth; ""his"	base
tax	13308999	CurrencyMeasure	+		Tax							charge against a citizen's person or property or activity for the support of government	base
tax-return	06548671	TaxReturn	+			Q2861384		Mx4rwPvGh5wpEbGdrcN5Y29ycA				"document giving the tax collector information about the taxpayer's tax liability; ""his gro"	base
taxpayer	10694163	Tax	=					Mx4rKeRuthlNQdiJ15FOZtuSRA				someone who pays taxes	base
tea	07933274	Tea	=		Tea	Q6097	2073a	Mx4rvViLDpwpEbGdrcN5Y29ycA				"a beverage made by steeping tea leaves in water; ""iced tea is a cooling drink"""	base
tea-maker	04397860	Container	+				4528	Mx4rvgMl-pwpEbGdrcN5Y29ycA				a covered spoon with perforations	base
tea-set	04398309	Device	+			Q3408351	6740b					a set of china or silverware for serving tea	base
teacher	10694258	Teacher	=			Q64760507						a person whose occupation is teaching	base
teaching	00887081	EducationalProcess	+			Q7922		Mx4rvVix4JwpEbGdrcN5Y29ycA				"the profession of a teacher; ""he prepared for teaching while still in college""; ""pedagogy "	base
team	08208560	Organization	=		Team	Q327245		Mx4rvZowY5wpEbGdrcN5Y29ycA				a cooperative unit (especially in sports)	base
tear	05405324	TearSubstance	+			Q76469						"a drop of the clear salty saline solution secreted by the lacrimal glands; ""his story brou"	base
technical-analysis						Q235038		Mx4rvoRFo5wpEbGdrcN5Y29ycA					economics
teddy-bear	04399382	AnimalDoll	+			Q213477		Mx4rvgEH6ZwpEbGdrcN5Y29ycA				plaything consisting of a child's toy bear (usually plush and stuffed with soft materials)	base
telemarketing	01116026	Selling	+									the use of the telephone as an interactive medium for promotion and sales	economics
telephone-line	04402057	Cable	+			Q1373572						a telephone connection	base
telephone-order	01116876	FinancialTransaction	+									receiving orders via telephone	economics
telephony	06272290	Device	+				270					transmitting speech at a distance	base
television	04404412	TelevisionStation	=		Television	Q289	2155b					a telecommunication system that transmits images of objects (stationary or moving) between	base
television-receiver	04405907	TelevisionSet	=									"an electronic device that receives television signals and displays them on a screen; ""the "	base
temper	07551052	Anger	=					Mx4rvVj3mZwpEbGdrcN5Y29ycA				"a characteristic (habitual or relatively temporary) state of feeling; ""whether he praised "	base
temple	04407435	ReligiousBuilding	+		Temple	Q427287		Mx4rwQwW0ZwpEbGdrcN5Y29ycA				place of worship consisting of an edifice for the worship of a deity	base
temple-of-head	05602683	BodyPart	+			Q243999						"the flat area on either side of the forehead; ""the veins in his temple throbbed"""	base
tempo	15283097	SpeedFn	+			Q3306516						the rate of some repeating event	base
tenant	10700201	SocialRole	+			Q10530883		Mx4rY-F1_BlLQdiGY4eFFDb26w				"someone who pays rent to use land or a building or a car that is owned by someone else; ""t"	base
tendency	08681777	PositionalAttribute	+									"a general direction in which something tends to move; ""the shoreward tendency of the curre"	base
tending	00654885	Maintaining	+									"the work of providing treatment for or attending to someone or something; ""no medical care"	base
tennis	00482298	Tennis	=			Q847						a game played with rackets by two or four players who hit a ball back and forth over a net	base
tennis-ball	04409515	TennisBall	=			Q246514	3113	Mx4rvViLgJwpEbGdrcN5Y29ycA				ball about the size of a fist used in playing tennis	base
tennis-racquet	04409806	GameArtifact	+			Q153362	3906					a racket used to play tennis	base
tension	14376188	SubjectiveAssessmentAttribute	=			Q3500368		Mx4rvVizDZwpEbGdrcN5Y29ycA				"(psychology) a state of mental or emotional strain or suspense; ""he suffered from fatigue "	base
tensity	14544335	InternalAttribute	+									"the physical condition of being stretched or strained; ""it places great tension on the leg"	base
tent	04411264	Tent	=		Tent	Q170544	1022	Mx4rvVi0AZwpEbGdrcN5Y29ycA				a portable shelter (usually of canvas stretched over supporting poles and fastened to the 	base
tequila	07905979	Tequila	=			Q122195	2220	Mx4rvViuh5wpEbGdrcN5Y29ycA				Mexican liquor made from fermented juices of an agave plant	base
term	06303888	NounPhrase	=									"a word or expression used for some particular thing; ""he learned many medical terms"""	base
term-insurance	13348964	Obligation	+									low-cost insurance that is valid only for a stated period of time and has no cash surrende	economics
terminable-interest	13288206	Attribute	+									an interest in property that terminates under specific conditions	economics
terminal	04413419	Device	+			Q216640						electronic equipment consisting of a device providing access to a computer; has a keyboard	base
terminology	06304059	Word	+			Q1725664						"a system of words used to name things in a particular discipline; ""legal terminology""; ""bi"	base
territory	08493064	GeographicArea	+		Territory			Mx4rvVih3JwpEbGdrcN5Y29ycA				"the geographical area under the jurisdiction of a sovereign state; ""American troops were s"	base
terrorist	10702781	Terrorist	=			Q12414919		Mx4rva-nGZwpEbGdrcN5Y29ycA				a radical who employs terror as a political weapon; usually organizes with other terrorist	base
test-tube	04415921	Container	+			Q213452	4306	Mx4rvVjsq5wpEbGdrcN5Y29ycA				glass tube closed at one end	base
text	06387980	Text	=			Q234460						"the words of something written; ""there were more than a thousand words of text""; ""they han"	base
text-message													base
text-passage	06400271	Text	+									a section of text; particularly a section of medium length	base
textbook	06414372	Book	+		Textbook	Q83790		Mx4rvVjaBZwpEbGdrcN5Y29ycA				"a book prepared for use in schools or colleges; ""his economics textbook is in its tenth ed"	base
texture	04946877	TextureAttribute	+					Mx4rvVjgBpwpEbGdrcN5Y29ycA				"the feel of a surface or a fabric; ""the wall had a smooth texture"""	base
thanks	07228971	Thanking	+									an acknowledgment of appreciation	base
theatrical-role	05929008	DramaticActing	+									"an actor's portrayal of someone in a play; ""she played the part of Desdemona"""	base
theme	05920272	Proposition	+									"a unifying idea that is a recurrent element in literary or artistic work; ""it was the usua"	base
theodolite	04419073	Device	+			Q181517	4340					a surveying instrument for measuring horizontal and vertical angles, consisting of a small	base
theology	06182144	Theology	=			Q34178						the rational and systematic study of religion and its influences and of the nature of reli	base
theoretical-account	05890249	Proposition	+									"a hypothetical description of a complex entity or process; ""the computer program was based"	base
theorist	10706812	Human	+			Q18931911						someone who theorizes (especially in science or art)	base
therapist	10707233	Position	+			Q2518689						a person skilled in a particular type of therapy	base
therapy	00661091	TherapeuticProcess	=		Therapy	Q179661						"(medicine) the act of caring for someone (as by medication or remedial training etc.); ""th"	base
thermocouple	04420720	Thermometer	+			Q190241	2093a	Mx4rdw5dJkONRRu319FmO1dG-Q				a kind of thermometer consisting of two wires of different metals that are joined at both 	base
thermometer	04421872	Thermometer	=		Thermometer	Q646		Mx4rvVikQZwpEbGdrcN5Y29ycA				measuring instrument for measuring temperature	base
thermopile	04422566	Thermometer	+			Q915693	2093b					a kind of thermometer for measuring heat radiation; consists of several thermocouple junct	base
thermostat	04422875	Device	+			Q187665	1897	Mx4rPzsFcStqEdiaugAH6RYvVQ				a regulator for automatically regulating temperature by starting or stopping the supply of	base
thigh	05562249	BodyPart	+			Q129757		Mx4rvVjN7JwpEbGdrcN5Y29ycA				the part of the leg between the hip and the knee	base
thimble	04423845	Container	+			Q322483	6156a	Mx4rvxf9dpwpEbGdrcN5Y29ycA				a small metal cap to protect the finger while sewing; can be used as a small container	base
thinker	10708292	CognitiveAgent	+			Q18003128						"an important intellectual; ""the great minds of the 17th century"""	base
thinking	05770926	Reasoning	=			Q9420		Mx4rvViHGJwpEbGdrcN5Y29ycA				"the process of using your mind to consider something carefully; ""thinking always made him "	base
third-party-logistics						Q1500317							economics
thorax	05552607	BodyPart	+									the part of the human torso between the neck and the diaphragm or the corresponding part i	base
thread	04426788	String	+			Q49007	49a					a fine cord of twisted fibers (of cotton or silk or wool or nylon etc.) used in sewing and	base
thriftlessness	04894964	TraitAttribute	+									"the trait of wasting resources; ""a life characterized by thriftlessness and waste""; ""the w"	base
throat	05547508	Throat	=			Q174778		Mx4rwQtO_JwpEbGdrcN5Y29ycA				the passage to the stomach and lungs; in the front part of the neck below the chin and abo	base
throne	04429376	Chair	+		Throne	Q189233		Mx4rOVxI-im6QdifN7MwFspDTQ				"the chair of state for a monarch, bishop, etc.; ""the king sat on his throne"""	base
throw-pillow	04430364	Artifact	+				4454					a small cushion that is used for decorative purposes	base
thumb	05567217	Thumb	+			Q83360		Mx4rvVjVbpwpEbGdrcN5Y29ycA				the thick short innermost digit of the forelimb	base
thunderbolt	11519121	Lightning	+									a discharge of lightning accompanied by thunder	base
tiara	04432203	Clothing	+			Q749249	5914					a jeweled headdress worn by women on formal occasions	base
tick-size						Q1354947							economics
ticker-symbol						Q1548784							economics
ticket	06518719	Ticket	+	schema:Ticket		Q551800		Mx4rvVjUX5wpEbGdrcN5Y29ycA				a commercial document showing that the holder is entitled to something (as to ride on publ	base
ticket-agent	09629477	Position	+									someone who sells tickets (e.g., theater seats or travel accommodations)	economics
ticket-stub	06520429	Receipt	+									a torn part of a ticket returned to the holder as a receipt	economics
tide	07402519	TidalProcess	=			Q23384		Mx4r0ET9oGEYEdaOHQACs0uFOQ				the periodic rise and fall of the sea level under the gravitational pull of the moon	base
tie-clip	04433800	Jewelry	+				180					a piece of jewelry that holds a man's tie in place	base
tier	14428160	Attribute	+									"a relative position or degree of value in a graded group; ""lumber of the highest grade"""	base
tiger	02129604	Tiger	=			Q19939		Mx4rvVijVpwpEbGdrcN5Y29ycA				large feline of forests in most of Asia having a tawny coat with black stripes; endangered	base
tights	04434932	Clothing	+			Q3651083		Mx4rvgH_hZwpEbGdrcN5Y29ycA				skintight knit hose covering the body from the waist to the feet worn by acrobats and danc	base
tile	04435180	Artifact	+		Tile	Q468402	8270b	Mx4rvVkKLpwpEbGdrcN5Y29ycA				a flat thin rectangular slab (as of fired clay or rubber or linoleum) used to cover surfac	base
tilt	05068080	PositionalAttribute	+			Q1139344						"the property possessed by a line or surface that departs from the vertical; ""the tower had"	base
time-and-a-half	13281641	CurrencyMeasure	+									a rate of pay that is 1.5 times the regular rate; for overtime work	economics
time-deposit-account	13364368	SavingsAccount	+									a savings account in which the deposit is held for a fixed term or in which withdrawals ca	economics
time-loan	13400472	Lending	+									a loan that is payable on or before a specified date	economics
time-of-day	15228378	Hour	=									"clock time; ""the hour is getting late"""	base
time-period	15113229	TimeDuration	+					Mx4rvViAw5wpEbGdrcN5Y29ycA				"an amount of time; ""a time period of 30 years""; ""hastened the period of time of his recove"	base
time-slot	15270245	TimeInterval	+									"a time assigned on a schedule or agenda; ""the TV program has a new time slot""; ""an aircraf"	base
time-value-of-money						Q187142							economics
timetable	06496397	Text	+			Q221725						a schedule of times of arrivals and departures	base
tin	14658855	Tin	=			Q1096	5091b	Mx4rvVjKhZwpEbGdrcN5Y29ycA				a silvery malleable metallic element that resists corrosion; used in many alloys and to co	base
tin-whistle	03912218	WindInstrument	+			Q615403	6721	Mx4rwP1o6ZwpEbGdrcN5Y29ycA				an inexpensive fipple flute	base
tip	06651577	Proposition	+			Q135189305	503004b					"an indication of potential opportunity; ""he got a tip on the stock market""; ""a good lead f"	base
tip-end	08663156	Region	+			Q135189305						the extreme end of something; especially something pointed	base
tire	04440749	Tire	=			Q169545		Mx4rvVjB1pwpEbGdrcN5Y29ycA				"hoop that covers a wheel; ""automobile tires are usually made of rubber and filled with com"	base
tissue	05267345	Tissue	=			Q40397		Mx4rhi2cWoNwEd2AAADggVbxzQ				part of an organism consisting of an aggregate of cells having a similar structure and fun	base
tissue-growth	14234074	AnatomicalStructure	+									(pathology) an abnormal proliferation of tissue (as in a tumor)	base
tissue-paper	15074962	Paper	+			Q1471060	6712					a soft thin (usually translucent) paper	base
title	05181199	NormativeAttribute	+		Title							"an established or recognized right; ""a strong legal claim to the property""; ""he had no doc"	base
title-of-respect	06339416	Word	+			Q216353						"an identifying appellation signifying status or function: e.g. `Mr.' or `General'; ""the pr"	base
toast	07686873	BreadOrBiscuit	+			Q6128		Mx4rvVjNQZwpEbGdrcN5Y29ycA				slices of bread that have been toasted	base
toaster	04442312	Device	+			Q14890	5289a	Mx4rvVi-OJwpEbGdrcN5Y29ycA				a kitchen appliance (usually electric) for toasting bread	base
toaster-oven	04442441	Device	+				761b	Mx4rvVjl_5wpEbGdrcN5Y29ycA				kitchen appliance consisting of a small electric oven for toasting or warming food	base
tobacconist	10713923	Position	+			Q16406						a retail dealer in tobacco and tobacco-related articles	economics
toe	05577410	Toe	=			Q154425		Mx4rvVjCHZwpEbGdrcN5Y29ycA				one of the digits of the foot	base
tofu	07709881	Tofu	=			Q177378	5809					cheeselike food made of curdled soybean milk	base
toilet	04446521	Toilet	+			Q7857	2691a	Mx4rvVjYnZwpEbGdrcN5Y29ycA				a plumbing fixture for defecation and urination	base
toilet-paper	15075141	Artifact	+			Q5840	629	Mx4rvVjUU5wpEbGdrcN5Y29ycA				a soft thin absorbent paper for use in toilets	base
token	06795746	ContentBearingObject	+					Mx4rvijV7JwpEbGdrcN5Y29ycA				"an individual instance of a type of symbol; ""the word`error' contains three tokens of `r'"""	base
token-airdrop						Q48743261							economics
token-money	13385778	CurrencyMeasure	+									coins of regular issue whose face value is greater than their intrinsic value	economics
token-payment	13300025	CurrencyMeasure	+									a small payment made in acknowledgement of an obligation	economics
tokenomics						Q65053456							economics
toll	13323749	CurrencyMeasure	+			Q191316						a fee levied for the use of roads or bridges (used for maintenance)	base
tom-tom	04410086	Drum	+				3005	Mx4rva4TsZwpEbGdrcN5Y29ycA				any of various drums with small heads	base
tomato	07734017	Tomato	=			Q20638126	6703					mildly acid red or yellow pulpy fruit eaten as a vegetable	base
tomato-paste	07826250	Food	+			Q1499073	6922					thick concentrated tomato puree	base
tonality	06863751	RadiatingSound	+			Q192822						any of 24 major or minor diatonic scales that provide the tonal framework for a piece of m	base
tone	07082573	SoundAttribute	+			Q833734						"the quality of a person's voice; ""he began in a conversational tone""; ""he spoke in a nervo"	base
toner	15075867	Substance	+			Q852508	356a					a black or colored powder used in a printer to develop a xerographic image	base
tongs	04450749	Device	+			Q3276479	4005					any of various devices for taking hold of objects; usually have two hinged legs with handl	base
tongue	05301072	Tongue	=			Q9614						a mobile mass of muscular tissue covered with mucous membrane and located in the oral cavi	base
tongue-depressor	04451318	Device	+				7324	Mx4rwP1HppwpEbGdrcN5Y29ycA				a thin depressor used to press the tongue down during an examination of the mouth and thro	base
tontine	13347750	Obligation	+			Q576645						a form of life insurance whereby on the death or default of a participant his share is dis	economics
tool	04451818	Device	+		Tool	Q39546		Mx4rwPznZJwpEbGdrcN5Y29ycA				an implement used in the practice of a vocation	base
tool-bag	04452528	Artifact	+				6876					a bag in which tools are carried	base
tool-cabinet	04452615	HandToolBox	=			Q1501161	3280a					a box or chest or cabinet for holding hand tools	base
tooth	05282746	Tooth	=			Q553		Mx4rvVjUEZwpEbGdrcN5Y29ycA				hard bonelike structures in the jaws of vertebrates; used for biting and chewing or for at	base
toothbrush	04453156	Toothbrush	=			Q134205	527	Mx4rvVjNCJwpEbGdrcN5Y29ycA				small brush; has long handle; used to clean teeth	base
toothpaste	04453298	Solution	+			Q35855	1360	Mx4rvVj5OJwpEbGdrcN5Y29ycA				a dentifrice in the form of a paste	base
toothpick	04453390	Device	+			Q41331	4316					pick consisting of a small strip of wood or plastic; used to pick food from between the te	base
top	04453666	Shirt	+			Q1435365	5410					"a garment (especially for women) that extends from the shoulders to the waist or hips; ""he"	base
top-side	08663354	PositionalAttribute	+									"the highest or uppermost side of anything; ""put your books on top of the desk""; ""only the "	base
topic	06599788	Proposition	+									"the subject matter of a conversation or discussion; ""he didn't want to discuss that subjec"	base
topographic-point	08664443	Region	+									"a point located with respect to surface features of some region; ""this is a nice place for"	base
torch	04456115	LightFixture	+			Q327954		Mx4rvVj7WZwpEbGdrcN5Y29ycA				a light usually carried in the hand; consists of some flammable substance	base
torso	05549830	Torso	+			Q160695		Mx4rvVkJjpwpEbGdrcN5Y29ycA				"the body excluding the head and neck and limbs; ""they moved their arms and legs and bodies"	base
tortilla	07880583	PreparedFood	+			Q55642411	5748a	Mx4r3lQmxHP1EdaAAAACs0uFOQ				thin unleavened pancake made from cornmeal or wheat flour	base
torture	00421437	Injuring	+		Torture	Q132781						the deliberate, systematic, or wanton infliction of physical or mental suffering by one or	base
tostada	07881310	BreadOrBiscuit	+			Q7827887	6891b					a crisp flat tortilla	base
total-darkness	13983807	Unilluminated	+									"total absence of light; ""they fumbled around in total darkness""; ""in the black of night"""	base
tote	02970408	Artifact	+				669b	Mx4rvuZdDJwpEbGdrcN5Y29ycA				a capacious bag or basket	base
touch	05722427	TactilePerception	+					Mx4rvVjqV5wpEbGdrcN5Y29ycA				"the sensation produced by pressure receptors in the skin; ""she likes the touch of silk on "	base
tourism	00298161	TourismIndustry	=		Tourism	Q49389		Mx4rRwvixi9QQdiR4tL0hrZPBw				"the business of providing services to tourists; ""Tourism is a major business in Bermuda"""	base
tourist	10718131	Tourist	=					Mx4rwPfOI5wpEbGdrcN5Y29ycA				someone who travels for pleasure	base
tournament	07464725	Sport	+		Tournament			Mx4rwOI75pwpEbGdrcN5Y29ycA				a sporting competition in which contestants play a series of games to decide the winner	base
towel	04459362	Device	+			Q131696	4077	Mx4rvVia1JwpEbGdrcN5Y29ycA				a rectangular piece of absorbent cloth (or paper) for drying or wiping	base
towel-rack	04459773	Device	+				586a	Mx4rwO2QNJwpEbGdrcN5Y29ycA				a rack consisting of one or more bars on which towels can be hung	base
tower	04460130	Building	+		Tower	Q12518		Mx4rwPK8UJwpEbGdrcN5Y29ycA				a structure taller than its diameter; can stand alone or be attached to a larger building	base
town	08665504	City	+		Town	Q3957						"an urban area with a fixed boundary that is smaller than a city; ""they drive through town "	base
toy-chest	04462011	Artifact	+				4268					chest for storage of toys	base
toy-marble	03721047	Ball	+			Q200199						a small ball of glass that is used in various games	base
trace	06647036	ContentBearingObject	+			Q139845583						a visible mark (as a footprint) left by the passage of person or animal or vehicle	base
track	04464211	Device	+				1060a					(computer science) one of the circular magnetic paths on a magnetic disk that serve as a g	base
trackball	04464615	Trackball	=			Q20140	304b					an electronic device consisting of a rotatable ball in a housing; used to position the cur	base
tracking-chart	07000065	Icon	+									a chart or map showing the movements or progress of an object	base
tract	06409290	Book	+			Q190399		Mx4ryTtpIYuaEduDlwACs6hPlA				a brief treatise on a subject of interest; published in the form of a booklet	base
traction	11460281	Friction	+			Q1852039		Mx4rl7b5RCqhQdideezSqayjYg				the friction between a body and the surface on which it moves (as between an automobile ti	base
tractor	04465501	LandVehicle	+		Tractor	Q39495	5866	Mx4rvVj1WZwpEbGdrcN5Y29ycA				a wheeled vehicle with large wheels; used in farming and other applications	base
trade	00606370	OccupationalTrade	=		Trade	Q2207288						"the skilled practice of a practical occupation; ""he learned his trade as an apprentice"""	base
trade-credit						Q1780900							economics
trade-discount	13274732	CurrencyMeasure	+									a discount from the list price of a commodity allowed by a manufacturer or wholesaler to a	economics
trademark					Trademark	Q167270							economics
trader	10720453	SalesPosition	+			Q1424605		Mx4rvVkAlZwpEbGdrcN5Y29ycA				someone who purchases and maintains an inventory of goods to be sold	base
trading	00079398	FinancialTransaction	+									buying or selling securities or commodities	economics
trading-halt						Q780328							economics
trading-volume						Q913748							economics
traffic	01113867	FinancialTransaction	+			Q4323994		Mx4rwP1OwZwpEbGdrcN5Y29ycA				buying and selling; especially illicit trade	base
traffic-ticket	06558678	LegalSummons	+									a summons issued to an offender (especially to someone who violates a traffic regulation)	base
tragedy	07016948	Text	+		Tragedy	Q80930		Mx4r6N_vJjoYQdeFkYHS97kv7Q				drama in which the protagonist is overcome by some superior force or circumstance; excites	base
tragedy-of-the-commons						Q334622							economics
trail	05826914	Proposition	+		Trail	Q628179	5745a	Mx4rwP1K_pwpEbGdrcN5Y29ycA				"evidence pointing to a possible solution; ""the police are following a promising lead""; ""th"	base
